box #,latfloor,latceiling,depthceiling,depthfloor,dCo_mean_obs,O2_mean_obs,PO4_mean_obs,dCo_mean_model,O2_mean_model,PO4_mean_model
593,-2,-1,30,40,,,,9.157024145126341,209.603945414225,0.30503662054737396
594,-2,-1,40,50,,,,9.170871019363402,209.557537078857,0.30665589620669703
595,-2,-1,50,60,,,,9.19586674372355,209.445692698161,0.308738701045513
596,-2,-1,60,70,,,,9.250815312067669,209.24813079834,0.31157673150301
597,-2,-1,70,80,,,,9.32569380601247,208.919962565104,0.315452162176371
598,-2,-1,80,90,,,,9.42872826258341,208.07403182983398,0.323622606694698
599,-2,-1,90,100,,,,9.726109743118288,206.053596496582,0.340923078358173
600,-2,-1,100,110,,,,10.7163459459941,201.87338511149102,0.37961899489164397
601,-2,-1,110,120,,,,13.0011268456777,194.478786468506,0.4609472925464311
602,-2,-1,120,135,,,,16.7184885342916,185.059226989746,0.592480617264907
603,-2,-1,135,150,,,,21.849159399668398,173.17476526896198,0.783616994818052
604,-2,-1,150,175,,,,27.6707425117493,162.862374623617,1.01548663278421
605,-2,-1,175,200,,,,32.7406441370646,155.57720057169598,1.2452217936515801
606,-2,-1,200,250,,,,36.355903625488295,147.931828816732,1.46041345596313
607,-2,-1,250,300,,,,38.3678833643595,137.97902297973602,1.6622094313303601
608,-2,-1,300,500,,,,39.8189783096313,126.039047876994,1.89706707000732
609,-2,-1,500,700,,,,41.5678888956706,116.05504480997699,2.1952127814292903
610,-2,-1,700,1000,,,,42.9291362762451,109.292482376099,2.4665250579516096
611,-2,-1,1000,1250,,,,43.48063659667971,106.89049402872699,2.66112945477168
612,-2,-1,1250,1500,,,,43.30962181091311,113.617610295614,2.73208089669546
613,-2,-1,1500,2000,,,,42.9190394083659,130.43178304036502,2.71503881613413
614,-2,-1,2000,2500,,,,42.7141618728638,154.19639968872102,2.6563055117925
615,-2,-1,2500,3000,,,,43.2060798009237,177.762471516927,2.57520945866903
616,-2,-1,3000,3500,,,,44.3795340855916,193.905885060628,2.51983791589737
617,-2,-1,3500,4000,,,,46.526450475057004,208.96263122558602,2.47506334384282
618,-2,-1,4000,4500,,,,48.430735270182296,219.50449625651,2.44241142272949
619,-2,-1,4500,5000,,,,49.42298412323,223.30423863728802,2.43433342377345
620,-2,-1,5000,5500,,,,,,
621,-1,0,0,10,,,,10.0159153540929,209.703782399495,0.33310529589653004
622,-1,0,10,20,,,,10.024884343147301,209.767386118571,0.333883014818033
623,-1,0,20,30,,,,10.0383240779241,209.737487792969,0.335171515742938
624,-1,0,30,40,,,,10.0545210838318,209.636965433757,0.33677378545204806
625,-1,0,40,50,,,,10.0723539590836,209.48192723592098,0.33883003890514396
626,-1,0,50,60,,,,10.1131769816081,209.208876291911,0.34212293724219
627,-1,0,60,70,,,,10.187392075856499,208.647279103597,0.347090365986029
628,-1,0,70,80,,,,10.319894591967302,207.486492156982,0.355079414943854
629,-1,0,80,90,,,,10.633257468541501,204.84071858724,0.37227625896533295
630,-1,0,90,100,,,,11.484850247701,200.057057698568,0.40770741055409104
631,-1,0,100,110,,,,13.2561018466949,193.15979003906298,0.46911498655875505
632,-1,0,110,120,,,,15.9189640680949,184.99587249755902,0.557433707018693
633,-1,0,120,135,,,,19.3674150307973,176.551998138428,0.6718959013621011
634,-1,0,135,150,,,,23.4286669095357,169.69601949056002,0.8110817472139991
635,-1,0,150,175,,,,27.656311194102003,165.605407714844,0.966282814741135
636,-1,0,175,200,,,,32.0283430417379,161.26023991902701,1.15163918336232
637,-1,0,200,250,,,,35.9093221028646,154.00755055745398,1.3681324521700502
638,-1,0,250,300,,,,38.282809257507296,141.179411570231,1.60531768202782
639,-1,0,300,500,,,,40.105927785237604,123.302497227987,1.9131813844045
640,-1,0,500,700,,,,41.9223464330037,112.71532058715799,2.2227136095364903
641,-1,0,700,1000,,,,43.188784917195605,106.698328653971,2.48174095153809
642,-1,0,1000,1250,,,,43.682486216227204,104.89462534586599,2.67194072405497
643,-1,0,1250,1500,,,,43.435766220092795,112.253936131795,2.7380001346270197
644,-1,0,1500,2000,,,,42.97157128651939,129.960891723633,2.71862294276555
645,-1,0,2000,2500,,,,42.7494004567464,153.550389607747,2.65899817148844
646,-1,0,2500,3000,,,,43.2945079803467,179.674818674723,2.5691772301991804
647,-1,0,3000,3500,,,,44.2971080144246,193.010407765706,2.5236229300499
648,-1,0,3500,4000,,,,46.5611419677734,208.733640034993,2.47751444578171
649,-1,0,4000,4500,,,,48.3806247711182,219.018976847331,2.44491451978683
650,-1,0,4500,5000,,,,49.480807304382296,223.181358337402,2.43618450562159
651,-1,0,5000,5500,,,,,,
652,0,1,0,10,24.55743154,,0.47,10.3198236227036,208.656388600667,0.344047104318937
653,0,1,10,20,,,,10.3315005302429,208.62133153279598,0.345312170684338
654,0,1,20,30,26.44710565,194.9,0.47,10.3518255551656,208.377619425456,0.347437225282192
655,0,1,30,40,,,,10.389847238858499,207.855509440104,0.35108577460050605
656,0,1,40,50,,,,10.437971194585199,206.876043955485,0.356561807294687
657,0,1,50,60,29.60270634,192.4,0.47,10.5110637346903,205.34205627441398,0.36368302255868895
658,0,1,60,70,,,,10.665390412012698,203.168065388997,0.37408306201298996
659,0,1,70,80,34.80697771,191.3,0.49,11.0177127520243,199.81886291503898,0.39200693865617103
660,0,1,80,90,,,,11.783075412114501,195.12700144449903,0.4210454697410271
661,0,1,90,100,44.79429981,184.2,0.55,13.1192171573639,189.301593780518,0.462566547095776
662,0,1,100,110,,,,14.989276488622,183.32069778442403,0.515946877499421
663,0,1,110,120,60.58971867,160.0,0.63,17.3949246406555,178.204627990723,0.5838122665882111
664,0,1,120,135,33.95066755,142.3,0.76,20.312994480133103,173.974636077881,0.671395267049472
665,0,1,135,150,,,,23.6378440856934,170.680555979411,0.7787496149539951
666,0,1,150,175,46.36293859,129.1,0.91,27.3340708414714,167.95604070027701,0.908185839653015
667,0,1,175,200,62.01337608,128.2,1.06,31.3661553064982,165.024532318115,1.0671731332937902
668,0,1,200,250,48.34312113,130.0,1.23,35.2974424362183,159.37623850504602,1.27008114258448
669,0,1,250,300,54.04930321,119.0,1.49,38.2652422587077,143.707888285319,1.55975853403409
670,0,1,300,500,85.03181450999999,54.53333333333333,2.2333333333333334,40.4925117492676,120.109006881714,1.94114470481873
671,0,1,500,700,74.575564645,44.55,2.6799999999999997,42.24991035461429,109.929446538289,2.2443593939145403
672,0,1,700,1000,46.639944029999995,75.15,2.74,43.42682679494221,104.47128295898399,2.49499619007111
673,0,1,1000,1250,42.358141095,83.85,2.82,43.86843967437739,103.127909342448,2.68136886755625
674,0,1,1250,1500,43.71829975,91.4,2.82,43.5521485010783,111.00938351949101,2.7432017326355
675,0,1,1500,2000,30.333798575,98.19999999999999,2.8,43.013929049174,129.619918823242,2.7217173178990697
676,0,1,2000,2500,39.07334819,110.35,2.725,42.77426497141521,152.91661453247102,2.6616900165875803
677,0,1,2500,3000,33.92180772,127.0,2.62,43.35920715332029,181.12161382039397,2.56471031904221
678,0,1,3000,3500,28.09131434,141.6,2.54,44.272293408711796,192.64313888549802,2.52560700972875
679,0,1,3500,4000,33.23546452,150.8,2.49,46.5837710698446,208.536593119303,2.47956830263138
680,0,1,4000,4500,34.3163104675,168.125,2.4000000000000004,48.3347517649333,218.610708872477,2.44694964090983
681,0,1,4500,5000,,,,49.2087621688843,221.98150507608997,2.4395517905553197
682,0,1,5000,5500,,,,,,
683,1,2,0,10,,,,9.805526773134869,208.10557174682597,0.331111632287502
684,1,2,10,20,,,,9.84181439876556,208.001045227051,0.333078630268574
685,1,2,20,30,,,,9.88957552115122,207.695940653483,0.33606877923011796
686,1,2,30,40,,,,9.966285745302839,207.009098052979,0.34117163717746696
687,1,2,40,50,,,,10.0578099886576,205.897683461507,0.347905211150646
688,1,2,50,60,,,,10.189077496528599,204.331774393717,0.356346088151137
689,1,2,60,70,,,,10.4025741418203,202.158555348714,0.367636136710644
690,1,2,70,80,,,,10.8405191898346,198.738388061523,0.385821903745333
691,1,2,80,90,,,,11.780829985936501,193.788747151693,0.416503461698691
692,1,2,90,100,,,,13.3017772833506,188.37654368082698,0.458751688400904
693,1,2,100,110,,,,15.347969134648599,182.94743982950803,0.513787935177485
694,1,2,110,120,,,,17.877791961034102,178.364648183187,0.5834039747715
695,1,2,120,135,,,,20.9349610010783,174.345525105794,0.6738289197285972
696,1,2,135,150,,,,24.4205665588379,170.779411315918,0.7852812707424159
697,1,2,150,175,,,,28.2535940806071,167.69759877522802,0.9187557349602379
698,1,2,175,200,,,,32.2439535458883,164.70482635498,1.07762551307678
699,1,2,200,250,,,,35.949348449706996,159.23237991333,1.27730725208918
700,1,2,250,300,,,,38.6830994288127,143.269678751628,1.5658550759156498
701,1,2,300,500,,,,40.8704166412354,117.997111638387,1.9566042025883998
702,1,2,500,700,,,,42.5722258885702,107.405696233114,2.26364135742188
703,1,2,700,1000,,,,43.6557715733846,102.532516479492,2.5075145959854104
704,1,2,1000,1250,,,,44.0476751327515,101.475798924764,2.68924528360367
705,1,2,1250,1500,,,,43.6633631388346,109.882806777954,2.7482810616493194
706,1,2,1500,2000,,,,43.054609934488894,129.14802169799802,2.72495138645172
707,1,2,2000,2500,,,,42.7927277882894,152.685256958008,2.66322418053945
708,1,2,2500,3000,,,,43.383628209432004,181.48667271931998,2.56392906109492
709,1,2,3000,3500,,,,44.2981503804525,192.63935089111303,2.52650988101959
710,1,2,3500,4000,,,,46.5940259297689,208.36533610026,2.4813120563825
711,1,2,4000,4500,,,,47.5421482721964,213.749964396159,2.46445389588674
712,1,2,4500,5000,,,,,,
713,1,2,5000,5500,,,,,,
714,2,3,0,10,2.37133347,,0.13,8.8593514362971,208.982574462891,0.302267951269944
715,2,3,10,20,,,,8.88106381893158,209.007706960042,0.303462032228708
716,2,3,20,30,16.94574432,197.5,0.13,8.907452185948689,208.946613311768,0.30528021727999
717,2,3,30,40,,,,8.94370214144389,208.758627573649,0.30810642366608
718,2,3,40,50,17.26203798,199.3,0.15,8.98988421758016,208.36240005493198,0.312354390819867
719,2,3,50,60,,,,9.07464877764384,207.642378489176,0.318597624699275
720,2,3,60,70,32.35848749,190.8,0.3,9.24727507432302,206.460390726725,0.327887691557407
721,2,3,70,80,,,,9.59495794773102,204.355414072673,0.343753111859163
722,2,3,80,90,22.34518302,193.3,0.39,10.380334933598801,200.482971191406,0.37412191430727604
723,2,3,90,100,,,,11.9968893527985,194.89291763305698,0.425462541480859
724,2,3,100,110,22.89417718,193.3,0.42,14.371979633967099,188.58023579915402,0.49624880403280297
725,2,3,110,120,,,,17.4993184407552,181.881196339925,0.589028206964334
726,2,3,120,135,39.79830504,189.6,0.47,21.270599683125802,175.199104309082,0.7044184009234109
727,2,3,135,150,,,,25.614934762318896,169.25053024292,0.8437986870606742
728,2,3,150,175,82.35147066,108.6,1.32,30.066854317982997,164.786286671956,1.0028816262881
729,2,3,175,200,,,,34.3206923802694,160.470850626628,1.18542970220248
730,2,3,200,250,74.63472129,59.8,1.96,37.605756759643604,153.369078318278,1.39335070053736
731,2,3,250,300,65.74374873,70.7,1.96,39.489777247111,139.457026163737,1.62752363085747
732,2,3,300,500,69.00782671500001,70.525,2.0749999999999997,41.188560167948395,117.688317616781,1.95217931270599
733,2,3,500,700,70.77653299,42.9,2.5,42.9006563822428,104.967967987061,2.28125548362732
734,2,3,700,1000,41.80041042,71.7,2.7800000000000002,43.8845637639364,100.80997467041,2.52013250192006
735,2,3,1000,1250,52.94809792,77.0,2.88,44.225443840026905,99.90104293823241,2.69580642382304
736,2,3,1250,1500,,,,43.773726145426394,108.821008046468,2.7534972627957703
737,2,3,1500,2000,7.344743918,88.0,2.84,43.09597841898599,128.52320734659799,2.7284663915634195
738,2,3,2000,2500,21.19180645,109.95,2.71,42.8047126134237,152.806959788005,2.66373948256175
739,2,3,2500,3000,12.07566186,125.3,2.61,43.3611027399699,180.494166056315,2.5678544441858904
740,2,3,3000,3500,7.313852889,149.7,2.48,44.331178665161104,192.639170328776,2.5275310873985295
741,2,3,3500,4000,,,,46.5989437103271,208.275919596354,2.4824630022049
742,2,3,4000,4500,18.33568406,170.3,2.38,47.73244762420649,214.91282653808602,2.4608230789502503
743,2,3,4500,5000,16.60769398,164.7,2.38,,,
744,2,3,5000,5500,,,,,,
745,3,4,0,10,,,,7.98633416493734,209.04752858479802,0.27081630875666896
746,3,4,10,20,,,,7.997773925463361,209.136252085368,0.271540359904369
747,3,4,20,30,,,,8.014046788215639,209.174565633138,0.27278390899300603
748,3,4,30,40,,,,8.03728942076365,209.14068476358997,0.274658683687449
749,3,4,40,50,,,,8.06100551287333,209.058059692383,0.276911795139313
750,3,4,50,60,,,,8.081910729408259,208.905050913493,0.279452742387851
751,3,4,60,70,,,,8.13105777899424,208.540228525798,0.282848705848058
752,3,4,70,80,,,,8.23335615793864,207.84667841593398,0.289109639823437
753,3,4,80,90,,,,8.54208199183146,206.156599680583,0.304913980265458
754,3,4,90,100,,,,9.538381457328802,202.74792226155603,0.34319536387920396
755,3,4,100,110,,,,11.6345264514287,197.049327850342,0.41537931561470004
756,3,4,110,120,,,,14.7405309677124,190.05250803629602,0.520186098913352
757,3,4,120,135,,,,18.9842300415039,181.36594136556,0.664291272560755
758,3,4,135,150,,,,24.9542249043783,170.026027679443,0.8713344881931941
759,3,4,150,175,,,,31.0072218577067,160.92601776123,1.0959659020106
760,3,4,175,200,,,,36.0135218302409,153.794254302979,1.31967423359553
761,3,4,200,250,,,,38.9990205764771,145.433675130208,1.5266088744004598
762,3,4,250,300,,,,40.3802312215169,133.186281840007,1.72231302658717
763,3,4,300,500,,,,41.560226122538204,117.28449312845899,1.9579263826211297
764,3,4,500,700,,,,43.2281942367554,102.62778218587201,2.29291530450185
765,3,4,700,1000,,,,44.14432430267329,98.93807347615558,2.53453131516775
766,3,4,1000,1250,,,,44.415494600931794,98.3009777069092,2.70243050654729
767,3,4,1250,1500,,,,43.89453792572021,107.64789326985701,2.75915632645289
768,3,4,1500,2000,,,,43.1351178487142,127.915037790934,2.73213744163513
769,3,4,2000,2500,,,,42.8079954783122,152.928312937419,2.66432748238246
770,3,4,2500,3000,,,,43.3060506184896,178.565246582031,2.57517498731613
771,3,4,3000,3500,,,,44.39762338002521,192.920580546061,2.52779253323873
772,3,4,3500,4000,,,,46.595362345377595,208.27341461181598,2.4829963246981297
773,3,4,4000,4500,,,,47.9889065424601,216.563009897868,2.45493344465892
774,3,4,4500,5000,,,,48.0774901707967,216.619257609049,2.4555114110310896
775,3,4,5000,5500,,,,,,
776,4,5,0,10,4.779628874,,0.03,7.4631297190984105,208.68905766805,0.249324727803469
777,4,5,10,20,,,,7.47726122538249,208.758871714274,0.250134409715732
778,4,5,20,30,0.0,196.5,0.04,7.496445337931321,208.804767608643,0.251479343821605
779,4,5,30,40,,,,7.519327402114871,208.806392669678,0.253320233275493
780,4,5,40,50,,,,7.54553989569346,208.763493855794,0.25566609327991796
781,4,5,50,60,22.78713609,197.7,0.11,7.56964512666066,208.682289123535,0.258684789141019
782,4,5,60,70,,,,7.61740831534068,208.388207753499,0.262416133036216
783,4,5,70,80,,,,7.7111999193827305,207.845956166585,0.268540807068348
784,4,5,80,90,27.031442600000002,201.0,0.14,7.9739104906717895,206.598848978678,0.28223971029122696
785,4,5,90,100,,,,8.8607861995697,203.80288950602198,0.31800197064876595
786,4,5,100,110,3.1586338880000002,198.9,0.21,10.9034239848455,198.40414174397802,0.39133390287558206
787,4,5,110,120,,,,13.9057037830353,191.505996704102,0.49856099237998297
788,4,5,120,135,78.8463682,172.4,0.38,17.8073995113373,183.645244598389,0.6373267695307729
789,4,5,135,150,,,,23.8603123823802,171.387496948242,0.855988934636116
790,4,5,150,175,65.21391071,118.8,0.95,30.764064629872603,159.578842163086,1.11821931103865
791,4,5,175,200,,,,36.2856744130452,150.78870010376002,1.3634594976902
792,4,5,200,250,97.20892072,65.2,1.9,39.3838958740234,142.145114898682,1.5730123519897499
793,4,5,250,300,105.6902116,48.9,2.21,40.7343985239665,130.50340016682898,1.76187937458356
794,4,5,300,500,72.291766796,46.14,2.438,41.7887036005656,116.46329180399599,1.97232481837273
795,4,5,500,700,65.4998794,27.0,2.96,43.3968941370646,101.497130711873,2.29625109831492
796,4,5,700,1000,51.37064238,48.7,2.96,44.29989973704021,97.787851969401,2.5422369639078797
797,4,5,1000,1250,45.53067279,54.1,3.01,44.5234537124634,97.4284763336182,2.70646107196808
798,4,5,1250,1500,42.7555406,70.5,2.97,43.9630813598633,106.962502161662,2.7623071670532204
799,4,5,1500,2000,39.82430454,89.0,2.85,43.152549425760895,127.657647450765,2.73402353127797
800,4,5,2000,2500,29.1486815,105.1,2.74,42.80578740437829,152.884792327881,2.66498410701752
801,4,5,2500,3000,24.645412,115.3,2.71,43.275247255961105,177.494363149007,2.57931524515152
802,4,5,3000,3500,46.630931700000005,124.1,2.96,44.4575624465942,193.316631317139,2.52715269724528
803,4,5,3500,4000,,,,46.5910752614339,208.320501963298,2.48295525709788
804,4,5,4000,4500,15.07580473,161.7,2.47,47.9449942906698,216.38921991983997,2.45527015129725
805,4,5,4500,5000,22.0164767525,170.0,2.4299999999999997,48.0817143122355,216.678573608398,2.45520478487015
806,4,5,5000,5500,,,,,,
807,5,6,0,10,,,,5.50456937154134,206.396422068278,0.167523187895616
808,5,6,10,20,,,,5.50717985630035,206.412309010824,0.167671043425798
809,5,6,20,30,,,,5.52016353607178,206.450397491455,0.168404550602039
810,5,6,30,40,,,,5.54419084390004,206.517279307048,0.17012456307808602
811,5,6,40,50,,,,5.5751756032307895,206.567529042562,0.172389903416236
812,5,6,50,60,,,,5.61490070819855,206.56023025512698,0.176311943680048
813,5,6,60,70,,,,5.67827375729879,206.378640492757,0.181489100058874
814,5,6,70,80,,,,5.822949687639871,205.86275609334302,0.19243091841538698
815,5,6,80,90,,,,6.36229968070984,204.667770385742,0.219991064320008
816,5,6,90,100,,,,7.76995193958282,201.925289154053,0.277538931618134
817,5,6,100,110,,,,10.3822996218999,196.275867462158,0.37945743277669
818,5,6,110,120,,,,14.120404640833499,188.012715657552,0.521555242439111
819,5,6,120,135,,,,18.7265006701152,177.91195170084598,0.6977020179231961
820,5,6,135,150,,,,24.637975692749,165.46069208780898,0.9286057551701858
821,5,6,150,175,,,,31.0158950487773,153.800295511882,1.18686578671137
822,5,6,175,200,,,,36.535361925760895,144.683078765869,1.4341474970181798
823,5,6,200,250,,,,39.815467834472706,136.866410573324,1.6385052998860703
824,5,6,250,300,,,,41.2860590616862,126.341218312581,1.825163235267
825,5,6,300,500,,,,42.297367731730105,113.549557367961,2.02370248238246
826,5,6,500,700,,,,43.7624308268229,99.30926513671879,2.30318121115367
827,5,6,700,1000,,,,44.693421681722,94.91329320271808,2.5573825240135197
828,5,6,1000,1250,,,,44.7900047302246,95.3499806722005,2.71710608402888
829,5,6,1250,1500,,,,44.1180156071981,105.37242190043101,2.76974429686864
830,5,6,1500,2000,,,,43.180806159973095,127.152149836222,2.7381987571716295
831,5,6,2000,2500,,,,42.794282277425104,152.573780059814,2.6670888861020403
832,5,6,2500,3000,,,,43.2211583455404,175.53266143798803,2.58724492788315
833,5,6,3000,3500,,,,44.6220407485962,194.66139475504602,2.52407930294673
834,5,6,3500,4000,,,,46.5640080769857,208.43535995483398,2.4824414849281298
835,5,6,4000,4500,,,,47.8491373062134,216.08726755778,2.45560020208359
836,5,6,4500,5000,,,,48.1371587117513,217.218451182048,2.45256823301315
837,5,6,5000,5500,,,,,,
838,6,7,0,10,,,,4.6902040243148795,204.198561350505,0.14173084994157198
839,6,7,10,20,,,,4.690204183260599,204.198571523031,0.141730877260367
840,6,7,20,30,,,,4.69142584005992,204.214310963949,0.141766191770633
841,6,7,30,40,,,,4.69536181290944,204.29144668579102,0.142002242306868
842,6,7,40,50,,,,4.69961977005005,204.439623514811,0.14274136784176
843,6,7,50,60,,,,4.71486516793569,204.615301767985,0.14457292916874098
844,6,7,60,70,,,,4.77499665816625,204.668440500895,0.14859499471882998
845,6,7,70,80,,,,4.98775959014893,204.37488810221402,0.16203709070881198
846,6,7,80,90,,,,5.72790990273158,203.335650126139,0.198624532669783
847,6,7,90,100,,,,7.60870126883189,200.75203704834,0.27671584983666697
848,6,7,100,110,,,,11.0636707544327,194.209447224935,0.41559295728802703
849,6,7,110,120,,,,15.7485526402791,183.53849029541,0.600123027960459
850,6,7,120,135,,,,21.0799477895101,170.929518381755,0.810932869712512
851,6,7,135,150,,,,26.7773518562317,158.250570933024,1.04408538341522
852,6,7,150,175,,,,32.3562105496724,147.787148793538,1.2781031926473
853,6,7,175,200,,,,37.0261329015096,140.281410217285,1.4928053915500599
854,6,7,200,250,,,,40.028846740722706,133.692481994629,1.6796021560827898
855,6,7,250,300,,,,41.523890813191706,123.920928319295,1.8626964886983202
856,6,7,300,500,,,,42.5539744695028,111.46034177144399,2.05972288052241
857,6,7,500,700,,,,43.9623384475708,98.2101357777913,2.3105108539263397
858,6,7,700,1000,,,,44.944888750712096,93.24814160664879,2.5651671091715498
859,6,7,1000,1250,,,,44.9623467127482,94.05976613362628,2.7239885926246603
860,6,7,1250,1500,,,,44.202430089314795,104.461476008097,2.77426618337631
861,6,7,1500,2000,,,,43.1887741088867,126.87505149841299,2.74061278502146
862,6,7,2000,2500,,,,42.7850322723389,152.347059885661,2.6684169173240697
863,6,7,2500,3000,,,,43.2049131393433,174.835954030355,2.5903647144635498
864,6,7,3000,3500,,,,44.717522939046205,195.57964960733997,2.5216640631357796
865,6,7,3500,4000,,,,46.5397090911865,208.48392868042,2.48203853766123
866,6,7,4000,4500,,,,47.80135790507,215.98105748494498,2.4555107951164197
867,6,7,4500,5000,,,,48.1772295633952,217.672898610433,2.45026421546936
868,6,7,5000,5500,,,,,,
869,7,8,0,10,16.80864191,,0.01,4.23193114995956,202.55072148641003,0.127500766267379
870,7,8,10,20,,,,4.23193116982778,202.550726572673,0.12750077371796
871,7,8,20,30,3.2092597489999997,181.8,0.0,4.23302678267161,202.56911468505902,0.127522241324186
872,7,8,30,40,,,,4.23641820748647,202.634545644124,0.12757837648193
873,7,8,40,50,,,,4.25036603212357,202.906450907389,0.12756531064709
874,7,8,50,60,,,,4.25355207920074,203.521719614665,0.127159805968404
875,7,8,60,70,41.41558717,201.3,0.07,4.32741848627726,204.44180806477902,0.131441184629997
876,7,8,70,80,,,,4.720265527566269,205.329795837402,0.15393324817220402
877,7,8,80,90,53.038971200000006,191.0,0.22,6.16616721947988,204.52010854085302,0.22649379074573497
878,7,8,90,100,,,,9.42148617903391,199.02792612711602,0.369263811657826
879,7,8,100,110,75.59621913,135.6,0.62,14.235915422439598,187.36449559529598,0.5652701954046879
880,7,8,110,120,,,,19.666436354319302,172.922149658203,0.7851757506529491
881,7,8,120,135,79.63568383,118.7,1.13,24.926433245341002,159.181399027507,1.0051034291585301
882,7,8,135,150,,,,29.7662167549133,148.07434082031298,1.21162381768227
883,7,8,150,175,134.6624511,66.9,2.03,34.1128988265991,140.07570266723602,1.40146861473719
884,7,8,175,200,,,,37.6967217127482,134.692132314046,1.57361007730166
885,7,8,200,250,121.70284469999999,23.6,2.39,40.2266680399577,129.609527587891,1.73428022861481
886,7,8,250,300,,,,41.7004645665487,120.855631510417,1.90810803572337
887,7,8,300,500,79.18469294,24.6,2.46,42.78182792663571,109.04495493571,2.0992279052734397
888,7,8,500,700,50.271329089999995,25.95,2.825,44.180330594380706,97.01818784077959,2.3226791620254503
889,7,8,700,1000,41.04651514,37.1,3.0,45.2448336283366,91.4926350911458,2.57400663693746
890,7,8,1000,1250,36.76031502,53.1,2.99,45.173391977946,92.56959470113121,2.7320946852366097
891,7,8,1250,1500,41.89307191,58.9,3.02,44.2905308405558,103.44815127054899,2.7794382572174103
892,7,8,1500,2000,24.456904935,78.55000000000001,2.8899999999999997,43.1908381779989,126.569435119629,2.74330866336823
893,7,8,2000,2500,13.4603120605,104.125,2.7425,42.7729485829671,152.121054331462,2.6697765986124704
894,7,8,2500,3000,10.224711129666666,114.03333333333335,2.6833333333333336,43.2026993433634,174.51306406656897,2.59227152665456
895,7,8,3000,3500,13.2451547135,129.1,2.585,44.8151756922404,196.622044881185,2.5187194744745898
896,7,8,3500,4000,21.332372087000003,147.4,2.4850000000000003,46.507954597473095,208.509525299072,2.4816091855367004
897,7,8,4000,4500,29.95506839,160.2,2.45,47.7577206293742,215.92614491780603,2.45516834656397
898,7,8,4500,5000,34.95246777,170.55,2.385,48.2658634185791,218.475261688232,2.44653058052063
899,7,8,5000,5500,27.65515661666667,171.6,2.356666666666667,,,
900,8,9,0,10,,,,3.92808552583059,202.225827534993,0.11923306932052001
901,8,9,10,20,,,,3.9282777905464203,202.23559697469102,0.11924227265020199
902,8,9,20,30,,,,3.93141460418701,202.296112060547,0.11930414848029598
903,8,9,30,40,,,,3.93397704760234,202.567117055257,0.11939317484696699
904,8,9,40,50,,,,3.91646039485931,203.371752421061,0.118505797038476
905,8,9,50,60,,,,3.9137357672055604,205.13115437825502,0.117094808568557
906,8,9,60,70,,,,4.20272076129913,207.49105580647802,0.132646491130193
907,8,9,70,80,,,,5.435182293256121,207.14381535848,0.20475499269863
908,8,9,80,90,,,,8.60799340407054,201.55060450236,0.3661359374721839
909,8,9,90,100,,,,13.8665299415588,188.194135030111,0.588022631903489
910,8,9,100,110,,,,19.7160239219666,170.776835123698,0.8275216023127241
911,8,9,110,120,,,,24.640150864919,155.654945373535,1.04452140629292
912,8,9,120,135,,,,29.0136850674947,144.354588826497,1.2322903474172
913,8,9,135,150,,,,32.6933255195618,136.650641123454,1.3933220406373301
914,8,9,150,175,,,,35.7635854085286,131.669520696004,1.5354858835538199
915,8,9,175,200,,,,38.317897796630895,128.36056963602698,1.6658815741539
916,8,9,200,250,,,,40.34936650594079,124.69208717346201,1.7980021437009202
917,8,9,250,300,,,,41.8027826944987,117.29738299051901,1.9561456541220301
918,8,9,300,500,,,,42.9929676055908,106.566618601481,2.1367821494738304
919,8,9,500,700,,,,44.4481833775838,95.7138786315918,2.33931787808736
920,8,9,700,1000,,,,45.61310227712,89.6929295857747,2.58439924319585
921,8,9,1000,1250,,,,45.436600049336796,90.8985303243001,2.7414604624112404
922,8,9,1250,1500,,,,44.3871431350708,102.31331570943199,2.7852894862492903
923,8,9,1500,2000,,,,43.18984095255529,126.221668879191,2.7463160355885803
924,8,9,2000,2500,,,,42.7599054972331,151.959934234619,2.6709808309872902
925,8,9,2500,3000,,,,43.2217429478963,174.727698008219,2.59237418572108
926,8,9,3000,3500,,,,44.9067532221476,197.70943959554,2.51544737815857
927,8,9,3500,4000,,,,46.4675013224284,208.493677775065,2.48123184839884
928,8,9,4000,4500,,,,47.725498517354296,215.95448684692403,2.45445056756337
929,8,9,4500,5000,,,,48.2663110097249,218.809717814128,2.44442615906397
930,8,9,5000,5500,,,,,,
931,9,10,0,10,0.0,,,3.92808552583059,202.225827534993,0.11923306932052001
932,9,10,10,20,,,,3.9282777905464203,202.23559697469102,0.11924227265020199
933,9,10,20,30,0.0,186.0,0.1,3.93141460418701,202.296112060547,0.11930414848029598
934,9,10,30,40,,,,3.93397704760234,202.567117055257,0.11939317484696699
935,9,10,40,50,,,,3.91646039485931,203.371752421061,0.118505797038476
936,9,10,50,60,,,,3.9137357672055604,205.13115437825502,0.117094808568557
937,9,10,60,70,54.57411314,175.0,0.69,4.20272076129913,207.49105580647802,0.132646491130193
938,9,10,70,80,,,,5.435182293256121,207.14381535848,0.20475499269863
939,9,10,80,90,97.59239993,83.2,1.69,8.60799340407054,201.55060450236,0.3661359374721839
940,9,10,90,100,,,,13.8665299415588,188.194135030111,0.588022631903489
941,9,10,100,110,119.2641033,46.5,2.09,19.7160239219666,170.776835123698,0.8275216023127241
