box #,latfloor,latceiling,depthceiling,depthfloor,dCo_mean_obs,O2_mean_obs,PO4_mean_obs,dCo_mean_model,O2_mean_model,PO4_mean_model
942,9,10,110,120,,,,24.640150864919,155.654945373535,1.04452140629292
943,9,10,120,135,135.4869507,8.7,2.47,29.0136850674947,144.354588826497,1.2322903474172
944,9,10,135,150,,,,32.6933255195618,136.650641123454,1.3933220406373301
945,9,10,150,175,103.35057979999999,4.9,2.48,35.7635854085286,131.669520696004,1.5354858835538199
946,9,10,175,200,,,,38.317897796630895,128.36056963602698,1.6658815741539
947,9,10,200,250,102.4178225,5.7,2.51,40.34936650594079,124.69208717346201,1.7980021437009202
948,9,10,250,300,89.10263815,6.8,2.55,41.8027826944987,117.29738299051901,1.9561456541220301
949,9,10,300,500,77.71567141,12.1,2.64,42.9929676055908,106.566618601481,2.1367821494738304
950,9,10,500,700,66.49629869,19.4,2.82,44.4481833775838,95.7138786315918,2.33931787808736
951,9,10,700,1000,55.35996939,27.7,3.03,45.61310227712,89.6929295857747,2.58439924319585
952,9,10,1000,1250,42.82013864,38.6,3.14,45.436600049336796,90.8985303243001,2.7414604624112404
953,9,10,1250,1500,,,,44.3871431350708,102.31331570943199,2.7852894862492903
954,9,10,1500,2000,,,,43.18984095255529,126.221668879191,2.7463160355885803
955,9,10,2000,2500,,,,42.7599054972331,151.959934234619,2.6709808309872902
956,9,10,2500,3000,,,,43.2217429478963,174.727698008219,2.59237418572108
957,9,10,3000,3500,,,,44.9067532221476,197.70943959554,2.51544737815857
958,9,10,3500,4000,,,,46.4675013224284,208.493677775065,2.48123184839884
959,9,10,4000,4500,,,,47.725498517354296,215.95448684692403,2.45445056756337
960,9,10,4500,5000,,,,48.2663110097249,218.809717814128,2.44442615906397
961,9,10,5000,5500,,,,,,
962,10,11,0,10,,,,3.5956646998723296,203.29495875040698,0.113771619275212
963,10,11,10,20,,,,3.5960883696873998,203.31760406494098,0.11378939139346302
964,10,11,20,30,,,,3.5892677903175403,203.63146336873402,0.113774912431836
965,10,11,30,40,,,,3.5364031791687,204.74516805013002,0.11362008377909698
966,10,11,40,50,,,,3.60013649861018,206.74869283040402,0.11475412547588301
967,10,11,50,60,,,,3.9691972533861803,208.456223805745,0.131810466448466
968,10,11,60,70,,,,5.144767562548321,207.11731974283902,0.20250155963003602
969,10,11,70,80,,,,7.966536402702331,201.617253621419,0.35337694361805894
970,10,11,80,90,,,,13.0042115052541,188.16371790568002,0.585848547518253
971,10,11,90,100,,,,19.1055453618368,169.522607167562,0.841368560989698
972,10,11,100,110,,,,24.252100149790397,152.483657836914,1.06958173215389
973,10,11,110,120,,,,28.4224392573039,140.27141571044902,1.2552235921224
974,10,11,120,135,,,,31.8851065635681,132.323246002197,1.4057562649250002
975,10,11,135,150,,,,34.5960642496745,127.399761199951,1.5308112601439199
976,10,11,150,175,,,,36.8085279464722,124.318327585856,1.6407023072242701
977,10,11,175,200,,,,38.72717952728271,122.113712946574,1.7449750006198899
978,10,11,200,250,,,,40.4298750559489,119.439526875814,1.85600210229556
979,10,11,250,300,,,,41.8953653971354,113.741989135742,1.9953807294368702
980,10,11,300,500,,,,43.2491423288981,104.40758959452299,2.16538633902868
981,10,11,500,700,,,,44.8340069452922,94.34612019856769,2.35827630758286
982,10,11,700,1000,,,,46.0780131022135,87.9185733795166,2.59631166855494
983,10,11,1000,1250,,,,45.767954826355,89.0949891408284,2.75195586681366
984,10,11,1250,1500,,,,44.50555006663,101.060621261597,2.79176197449366
985,10,11,1500,2000,,,,43.1958192189535,125.808360417684,2.74965353806814
986,10,11,2000,2500,,,,42.7524194717407,151.961760203044,2.67173580328623
987,10,11,2500,3000,,,,43.2716051737467,175.63559850056998,2.59008115530014
988,10,11,3000,3500,,,,44.9851525624593,198.737907409668,2.5121511816978503
989,10,11,3500,4000,,,,46.4151420593262,208.394374847412,2.48107582330704
990,10,11,4000,4500,,,,47.7117528915405,216.106499989827,2.45322597026825
991,10,11,4500,5000,,,,48.2899942398071,219.242047627767,2.44204090038935
992,10,11,5000,5500,,,,,,
993,11,12,0,10,10.08457726,,0.09,3.27265373865763,205.578186035156,0.11273257496456301
994,11,12,10,20,,,,3.2725473046302795,205.59780502319302,0.11274388494590899
995,11,12,20,30,13.48425653,194.2,0.1,3.26929493745168,205.77995173136398,0.11283537993828499
996,11,12,30,40,,,,3.29320182402929,207.27696609497102,0.11428743414580801
997,11,12,40,50,44.78715759,173.3,0.33,3.6312187711397796,208.934508005778,0.12778050638735303
998,11,12,50,60,,,,4.55278488000234,207.666407267253,0.182232623919845
999,11,12,60,70,53.27612799,190.9,0.7,6.434819638729099,203.416965484619,0.278904523700476
1000,11,12,70,80,,,,10.039586623509699,194.40453974405898,0.45145177592833796
1001,11,12,80,90,97.34136182,146.8,1.67,15.078668951988199,179.205851236979,0.6810656165083249
1002,11,12,90,100,,,,20.531482617060302,162.046262105306,0.9149072666962941
1003,11,12,100,110,105.0446239,89.5,2.26,25.4566731452942,146.945055643717,1.1223729401826898
1004,11,12,110,120,,,,29.2832902272542,135.971841176351,1.29313150048256
1005,11,12,120,135,111.05036809999999,13.2,2.48,32.4172282218933,128.544527053833,1.4344088236490902
1006,11,12,135,150,,,,34.9315805435181,123.575675328573,1.55591476957003
1007,11,12,150,175,119.8401906,4.4,2.48,37.0323607126872,120.162879308065,1.6658838093280801
1008,11,12,175,200,120.51129820000001,1.6,2.5,38.8805220921834,117.609004974365,1.77127555012703
1009,11,12,200,250,113.5889777,5.8,2.53,40.561118761698395,115.076126098633,1.88061464826266
1010,11,12,250,300,,,,42.112796465555796,110.80649693807,2.01080976923307
1011,11,12,300,500,79.66044931333333,8.4,2.6966666666666668,43.6518119176229,102.904406865438,2.1773926615715
1012,11,12,500,700,45.92758877,24.0,2.89,45.4203602472941,93.0073178609212,2.37601520617803
1013,11,12,700,1000,48.69636781,39.2,2.99,46.6743586858114,86.19795926411949,2.6097856760025
1014,11,12,1000,1250,40.04399315,52.7,2.99,46.182048479715995,87.2174161275228,2.76337826251984
1015,11,12,1250,1500,47.86511873,60.4,2.95,44.661593437194796,99.71961657206221,2.7986799478530897
1016,11,12,1500,2000,31.19419389,91.4,2.88,43.22128200531011,125.32673899332701,2.7533082564671805
1017,11,12,2000,2500,22.00746268,96.5,2.75,42.7601801554362,152.22770690918,2.67175428072611
1018,11,12,2500,3000,24.49107985,101.3,2.7,43.3618262608846,177.317064921061,2.5850533246993996
1019,11,12,3000,3500,11.73555127,122.8,2.64,45.040137608845995,199.55607350667302,2.5093168814977003
1020,11,12,3500,4000,,,,46.3501011530558,208.20732371012403,2.48115958770116
1021,11,12,4000,4500,5.122304447,160.8,2.43,47.712194442749,216.347663879395,2.45162516832352
1022,11,12,4500,5000,,,,48.325800259908,219.754309336344,2.4393588900566097
1023,11,12,5000,5500,26.024231184999998,155.2,2.355,,,
1024,12,13,0,10,,,,3.27265373865763,205.578186035156,0.11273257496456301
1025,12,13,10,20,,,,3.2725473046302795,205.59780502319302,0.11274388494590899
1026,12,13,20,30,,,,3.26929493745168,205.77995173136398,0.11283537993828499
1027,12,13,30,40,,,,3.29320182402929,207.27696609497102,0.11428743414580801
1028,12,13,40,50,,,,3.6312187711397796,208.934508005778,0.12778050638735303
1029,12,13,50,60,,,,4.55278488000234,207.666407267253,0.182232623919845
1030,12,13,60,70,,,,6.434819638729099,203.416965484619,0.278904523700476
1031,12,13,70,80,,,,10.039586623509699,194.40453974405898,0.45145177592833796
1032,12,13,80,90,,,,15.078668951988199,179.205851236979,0.6810656165083249
1033,12,13,90,100,,,,20.531482617060302,162.046262105306,0.9149072666962941
1034,12,13,100,110,,,,25.4566731452942,146.945055643717,1.1223729401826898
1035,12,13,110,120,,,,29.2832902272542,135.971841176351,1.29313150048256
1036,12,13,120,135,,,,32.4172282218933,128.544527053833,1.4344088236490902
1037,12,13,135,150,,,,34.9315805435181,123.575675328573,1.55591476957003
1038,12,13,150,175,,,,37.0323607126872,120.162879308065,1.6658838093280801
1039,12,13,175,200,,,,38.8805220921834,117.609004974365,1.77127555012703
1040,12,13,200,250,,,,40.561118761698395,115.076126098633,1.88061464826266
1041,12,13,250,300,,,,42.112796465555796,110.80649693807,2.01080976923307
1042,12,13,300,500,,,,43.6518119176229,102.904406865438,2.1773926615715
1043,12,13,500,700,,,,45.4203602472941,93.0073178609212,2.37601520617803
1044,12,13,700,1000,,,,46.6743586858114,86.19795926411949,2.6097856760025
1045,12,13,1000,1250,,,,46.182048479715995,87.2174161275228,2.76337826251984
1046,12,13,1250,1500,,,,44.661593437194796,99.71961657206221,2.7986799478530897
1047,12,13,1500,2000,,,,43.22128200531011,125.32673899332701,2.7533082564671805
1048,12,13,2000,2500,,,,42.7601801554362,152.22770690918,2.67175428072611
1049,12,13,2500,3000,,,,43.3618262608846,177.317064921061,2.5850533246993996
1050,12,13,3000,3500,,,,45.040137608845995,199.55607350667302,2.5093168814977003
1051,12,13,3500,4000,,,,46.3501011530558,208.20732371012403,2.48115958770116
1052,12,13,4000,4500,,,,47.712194442749,216.347663879395,2.45162516832352
1053,12,13,4500,5000,,,,48.325800259908,219.754309336344,2.4393588900566097
1054,12,13,5000,5500,,,,,,
1055,13,14,0,10,,,,3.1931925813357003,208.44855372111,0.121358646079898
1056,13,14,10,20,,,,3.1931926409403504,208.448554992676,0.121358659739296
1057,13,14,20,30,,,,3.1947560707728098,208.487033843994,0.121398024881879
1058,13,14,30,40,,,,3.21474794546763,208.73715464274102,0.12191504302124198
1059,13,14,40,50,,,,3.43137325843175,209.991049448649,0.12942136451602002
1060,13,14,50,60,,,,4.12523577610652,209.674470265706,0.165170839056373
1061,13,14,60,70,,,,5.43009771903356,207.20091247558602,0.22415630084772897
1062,13,14,70,80,,,,8.39275954167048,200.594524383545,0.355292619516452
1063,13,14,80,90,,,,12.6112832228343,189.482568105062,0.527335837483406
1064,13,14,90,100,,,,17.3070832093557,176.202622731527,0.710117866595586
1065,13,14,100,110,,,,22.0684367815653,162.333913167318,0.892514050006866
1066,13,14,110,120,,,,26.087895711263,150.356018066406,1.06133855879307
1067,13,14,120,135,,,,29.5582857131958,140.64304860432898,1.21696120500565
1068,13,14,135,150,,,,32.6656033198039,132.65222867329902,1.36574319998423
1069,13,14,150,175,,,,35.532320976257296,125.838930130005,1.51434888442357
1070,13,14,175,200,,,,38.2252086003621,119.908802668254,1.66692988077799
1071,13,14,200,250,,,,40.6316407521566,114.75132815043101,1.8225444257259398
1072,13,14,250,300,,,,42.624556223551394,109.58771578470899,1.9830630520979597
1073,13,14,300,500,,,,44.3859974543254,102.10748863220199,2.16770166158676
1074,13,14,500,700,,,,46.295692761739105,91.65360450744629,2.39002841711044
1075,13,14,700,1000,,,,47.4392251968384,84.3826789855957,2.62597610553106
1076,13,14,1000,1250,,,,46.683135986328104,85.2956104278564,2.77580157915751
1077,13,14,1250,1500,,,,44.8623762130737,98.3459815979004,2.80583757162094
1078,13,14,1500,2000,,,,43.2724434534709,124.8290087382,2.75713866949081
1079,13,14,2000,2500,,,,42.7900047302246,152.85896174113,2.6706993381182405
1080,13,14,2500,3000,,,,43.4834101994832,179.52895228068002,2.57801465193431
1081,13,14,3000,3500,,,,45.06997617085771,200.10022226969397,2.50719912846883
1082,13,14,3500,4000,,,,46.2659228642782,207.89175923665402,2.48166008790334
1083,13,14,4000,4500,,,,47.6931571960449,216.468299865723,2.45048534870148
1084,13,14,4500,5000,,,,48.470869064331104,220.878705342611,2.43444093068441
1085,13,14,5000,5500,,,,,,
1086,14,15,0,10,2.860833308,,0.1,3.21573776006699,210.424133300781,0.13291018332044302
1087,14,15,10,20,,,,3.2157377799352003,210.424138387044,0.132910192012787
1088,14,15,20,30,18.61054851,187.7,0.09,3.2157378792762796,210.424140930176,0.132910209397475
1089,14,15,30,40,,,,3.21676717201869,210.43561681111697,0.132930833846331
1090,14,15,40,50,,,,3.23645786444346,210.64429473877,0.133270418892304
1091,14,15,50,60,20.96876357,206.7,0.12,3.4310880502065,212.227577209473,0.13670510177811002
1092,14,15,60,70,,,,3.9318698843320203,213.48362477620398,0.150584430744251
1093,14,15,70,80,16.25327999,198.1,0.12,5.36997892459234,213.666456858317,0.199181233843168
1094,14,15,80,90,,,,7.6479566494623805,210.58735402425097,0.272501037766536
1095,14,15,90,100,,,,10.736173828442901,204.13835016886398,0.36673963566621104
1096,14,15,100,110,29.66495141,181.3,0.28,14.4244543711344,194.920061747233,0.4817662040392561
1097,14,15,110,120,,,,18.3170483112335,184.09621429443402,0.614937086900075
1098,14,15,120,135,,,,21.9869041442871,173.41270065307597,0.759130517641703
1099,14,15,135,150,106.0131555,107.7,1.64,25.690709590911897,162.93338012695298,0.918750137090683
1100,14,15,150,175,,,,29.7454891204834,152.090710957845,1.1045675476392098
1101,14,15,175,200,118.60103259999998,54.4,2.21,34.2754586537679,140.308732350667,1.3286218047142
1102,14,15,200,250,90.74669017,18.1,2.48,39.036512374877894,127.590662002563,1.59076838692029
1103,14,15,250,300,,,,43.0581798553467,114.92369842529301,1.86630074183146
1104,14,15,300,500,67.353640935,19.799999999999997,2.625,45.7038075129191,102.814381917318,2.1325370073318504
1105,14,15,500,700,79.81887195,17.6,2.93,47.5815111796061,90.02655474344891,2.40095404783885
1106,14,15,700,1000,85.54772821,22.3,3.08,48.393377621968604,82.1395956675212,2.64626022179921
1107,14,15,1000,1250,57.24947264,32.9,3.12,47.256003697713204,83.284553527832,2.78969709078471
1108,14,15,1250,1500,,,,45.092365582784005,97.005179087321,2.8132603367169704
1109,14,15,1500,2000,,,,43.3386570612589,124.43884595235201,2.76077479124069
1110,14,15,2000,2500,,,,42.8371245066325,153.849309285482,2.6684830586115496
1111,14,15,2500,3000,,,,43.6089995702108,181.845919291178,2.57030957937241
1112,14,15,3000,3500,,,,45.0666399002075,200.330396016439,2.5059863726298
1113,14,15,3500,4000,,,,46.1699755986532,207.52259572347,2.48234965403875
1114,14,15,4000,4500,,,,47.5558675130208,215.866007486979,2.45205781857173
1115,14,15,4500,5000,,,,48.595657666524296,221.822901407878,2.43033214410146
1116,14,15,5000,5500,,,,,,
1117,15,16,0,10,,,,3.21573776006699,210.424133300781,0.13291018332044302
1118,15,16,10,20,,,,3.2157377799352003,210.424138387044,0.132910192012787
1119,15,16,20,30,,,,3.2157378792762796,210.424140930176,0.132910209397475
1120,15,16,30,40,,,,3.21676717201869,210.43561681111697,0.132930833846331
1121,15,16,40,50,,,,3.23645786444346,210.64429473877,0.133270418892304
1122,15,16,50,60,,,,3.4310880502065,212.227577209473,0.13670510177811002
1123,15,16,60,70,,,,3.9318698843320203,213.48362477620398,0.150584430744251
1124,15,16,70,80,,,,5.36997892459234,213.666456858317,0.199181233843168
1125,15,16,80,90,,,,7.6479566494623805,210.58735402425097,0.272501037766536
1126,15,16,90,100,,,,10.736173828442901,204.13835016886398,0.36673963566621104
1127,15,16,100,110,,,,14.4244543711344,194.920061747233,0.4817662040392561
1128,15,16,110,120,,,,18.3170483112335,184.09621429443402,0.614937086900075
1129,15,16,120,135,,,,21.9869041442871,173.41270065307597,0.759130517641703
1130,15,16,135,150,,,,25.690709590911897,162.93338012695298,0.918750137090683
1131,15,16,150,175,,,,29.7454891204834,152.090710957845,1.1045675476392098
1132,15,16,175,200,,,,34.2754586537679,140.308732350667,1.3286218047142
1133,15,16,200,250,,,,39.036512374877894,127.590662002563,1.59076838692029
1134,15,16,250,300,,,,43.0581798553467,114.92369842529301,1.86630074183146
1135,15,16,300,500,,,,45.7038075129191,102.814381917318,2.1325370073318504
1136,15,16,500,700,,,,47.5815111796061,90.02655474344891,2.40095404783885
1137,15,16,700,1000,,,,48.393377621968604,82.1395956675212,2.64626022179921
1138,15,16,1000,1250,,,,47.256003697713204,83.284553527832,2.78969709078471
1139,15,16,1250,1500,,,,45.092365582784005,97.005179087321,2.8132603367169704
1140,15,16,1500,2000,,,,43.3386570612589,124.43884595235201,2.76077479124069
1141,15,16,2000,2500,,,,42.8371245066325,153.849309285482,2.6684830586115496
1142,15,16,2500,3000,,,,43.6089995702108,181.845919291178,2.57030957937241
1143,15,16,3000,3500,,,,45.0666399002075,200.330396016439,2.5059863726298
1144,15,16,3500,4000,,,,46.1699755986532,207.52259572347,2.48234965403875
1145,15,16,4000,4500,,,,47.5558675130208,215.866007486979,2.45205781857173
1146,15,16,4500,5000,,,,48.595657666524296,221.822901407878,2.43033214410146
1147,15,16,5000,5500,,,,,,
1148,16,17,0,10,,,,3.2326279878616297,211.557927449544,0.14239139358202602
1149,16,17,10,20,,,,3.2326279878616297,211.557929992676,0.142391399790843
1150,16,17,20,30,,,,3.2326280077298497,211.557929992676,0.142391408483187
1151,16,17,30,40,,,,3.2326409816741903,211.558757781982,0.142392553389072
1152,16,17,40,50,,,,3.2329780459403996,211.56630579630502,0.142405955741803
1153,16,17,50,60,,,,3.28201067447662,212.128856658936,0.14312987029552499
1154,16,17,60,70,,,,3.4462021191914904,213.72455851236998,0.143936903526386
1155,16,17,70,80,,,,3.88981860876083,217.192096710205,0.142825738837322
1156,16,17,80,90,,,,4.546497702598571,220.13123703002898,0.142709539582332
1157,16,17,90,100,,,,5.50746365388234,220.452545166016,0.155185896903276
1158,16,17,100,110,,,,6.929551204045611,219.21745681762698,0.181438989937305
1159,16,17,110,120,,,,9.086062987645471,215.407953898112,0.232259261111418
1160,16,17,120,135,,,,12.010302225748699,208.62173207600898,0.31361197928587603
1161,16,17,135,150,,,,15.3939910729726,200.46474329630502,0.421992125610511
1162,16,17,150,175,,,,19.5048131942749,190.651128133138,0.572298804918925
1163,16,17,175,200,,,,25.0910976727804,177.626401265462,0.7982862542072929
1164,16,17,200,250,,,,32.881965637206996,159.28429031372102,1.13947146137555
1165,16,17,250,300,,,,41.5199540456136,134.792832692464,1.5876012245814
1166,16,17,300,500,,,,47.353298187255895,108.604103724162,2.0391875306765197
1167,16,17,500,700,,,,49.42581272125239,88.2179234822591,2.4062962333361297
1168,16,17,700,1000,,,,49.5410312016805,79.24079767862959,2.67009711265564
1169,16,17,1000,1250,,,,47.880464553833,81.1025136311849,2.8052119414011605
1170,16,17,1250,1500,,,,45.3299331665039,95.74354934692379,2.82108149925868
1171,16,17,1500,2000,,,,43.4051844278971,124.23894309997601,2.76386251052221
1172,16,17,2000,2500,,,,42.8906965255737,155.122329711914,2.66518668333689
1173,16,17,2500,3000,,,,43.713825543721505,183.858374277751,2.56331787506739
