,Cruise,Station,Latitude,Longitude,Sample #,Date Sampled,DEPTH [m],dCo [pM],LdCo [pM],CTDPRS [dbar],CTDTMP,CTDOXY [umol/kg],CTDFLUOR,Salinity,Silicate [umol/kg],Phosphate [umol/kg],Nitrate [umol/kg],Nitrite [umol/kg],CTDXMISS,CTDSAL,Density,CTDOXY [uM],Silicate [uM],Phosphate [uM],Nitrate [uM],Nitrite [uM]
0,GP15,1,56.094,-156.961,12430,43369,2,576.428798,101.8864061,2,10.6312,276.6953,0.1028,31.4337,7.53,0.44,2.7,0.2,4.0535,31.3983,1.024049312,283.3496315,7.711091317,0.450581697,2.764933141,0.204809862
1,GP15,1,56.094,-156.961,12442,43369,20,397.0087055,110.1683157,17.4,10.4989,298.7,0.101,31.4509,7.53,0.47,2.82,0.23,4.191,31.4509,1.024182704,305.9233737,7.712095762,0.481365871,2.888195226,0.235562022
2,GP15,1,56.094,-156.961,12440,43369,30,321.6010131,99.71484798,27.5,9.9018,282.1,0.031,31.8003,10.86,0.77,7.04,0.53,4.511,31.8003,1.02460038,289.0397673,11.12716013,0.788942293,7.213186678,0.543038202
3,GP15,1,56.094,-156.961,12438,43369,40,259.1710306,74.60945621,37.9,9.271,269.4,0.011,31.9401,11.74,0.9,9.25,0.35,4.579,31.9401,1.024858296,276.096825,12.0318364,0.922372467,9.47993924,0.358700404
4,GP15,1,56.094,-156.961,12436,43369,50,275.8365645,96.95663937,47.2,8.5591,264.2,0.005,32.0044,13.69,1,10.77,0.27,4.589,32.0044,1.025060789,270.8210605,14.0330822,1.025060789,11.0399047,0.276766413
5,GP15,1,56.094,-156.961,12434,43369,70,271.7547984,89.9697591,67.4,7.4156,259.8,0.004,32.1071,14.96,1.13,13.16,0.09,4.601,32.1071,1.025399444,266.3987755,15.33997568,1.158701371,13.49425668,0.09228595
6,GP15,1,56.094,-156.961,12432,43369,85,197.9322566,76.50710394,82.6,7.2978,246.7,0.004,32.3363,20.73,1.3,15.61,0.13,4.569,32.3363,1.025666132,253.0318348,21.26205892,1.333365972,16.01064832,0.133336597
7,GP15,2,55.59477,-156.3461,12455,43369,2,244.4767538,,2,10.9725,277.8221,4.3422,32.2,8.41,0.49,3.11,0.12,1.4818,32.2079,1.024620783,284.6622978,8.617060788,0.502064184,3.186570636,0.122954494
8,GP15,2,55.59477,-156.3461,12470,43369,44,137.1911078,,45.3,9.5065,279.1,,32.3399,12.42,0.75,7.7,0.17,,32.3399,1.025167324,286.1242001,12.73257816,0.768875493,7.893788395,0.174278445
9,GP15,2,55.59477,-156.3461,12468,43369,65,170.8927092,,66.2,6.7905,260.4,,32.6127,21.8,1.3,16.88,0.1,,32.6127,1.025876177,267.1381564,22.36410065,1.33363903,17.31678986,0.102587618
10,GP15,2,55.59477,-156.3461,12466,43369,100,180.2917821,,101.9,5.9972,219,,33.0388,31.96,1.68,23.11,0.06,,33.0388,1.02648001,224.7991223,32.80630113,1.724486417,23.72195304,0.061588801
11,GP15,2,55.59477,-156.3461,12464,43369,150,131.5469224,,152.1,5.8147,138.9,,33.5802,50.5,2.16,31.33,0.02,,33.5802,1.027164591,142.6731617,51.87181187,2.218675517,32.18106665,0.020543292
12,GP15,2,55.59477,-156.3461,12462,43369,190,192.384606,,193.1,5.3124,106.6,,33.7417,63.39,2.44,35.08,0.03,,33.7417,1.027544877,109.5362838,65.13606972,2.507209499,36.04627427,0.030826346
13,GP15,2,55.59477,-156.3461,12460,43369,225,170.6699358,,227.6,5.3022,105.6,,33.7471,64.07,2.48,35.14,0.04,,33.7471,1.027710549,108.5262339,65.84541485,2.548722161,36.11374868,0.041108422
14,GP15,2,55.59477,-156.3461,12458,43369,250,135.7707725,,252.3,5.3038,105.7,,33.7474,64.27,2.47,35.2,0.03,,33.7474,1.02782501,108.6411035,66.05831337,2.538727774,36.17944034,0.03083475
15,GP15,3,55.08001,-155.72,12556,43371,2,27.69009707,,2,13.2891,278.3401,0.0553,32.368,7.24,0.66,4.82,0.09,4.4336,32.2925,1.024254267,285.091035,7.415600891,0.676007816,4.936905566,0.092182884
16,GP15,3,55.08001,-155.72,12509,43370,35,98.25331998,,30.9,10.2762,308.4,0.017,32.5278,16.82,1.11,10.93,0.19,4.585,32.5278,1.025121218,316.1473837,17.24253889,1.137884552,11.20457491,0.194773031
17,GP15,3,55.08001,-155.72,12507,43370,60,94.98202592,,58.8,5.4192,324,0.006,32.7688,28.54,1.55,18.71,0.45,4.644,32.7688,1.026136135,332.4681079,29.2859253,1.59051101,19.19900709,0.461761261
18,GP15,3,55.08001,-155.72,12505,43370,100,99.52025755,,98.1,4.284,241.7,0.002,33.1744,47,2.11,29.08,0.02,4.672,33.1744,1.026767794,248.1697758,48.25808632,2.166480045,29.85840745,0.020535356
19,GP15,3,55.08001,-155.72,12503,43370,175,92.46733041,,174,4.0606,69.8,0.001,33.8114,80.09,2.89,41.84,0.02,4.674,33.8114,1.027653882,71.73024094,82.30479939,2.969919718,42.99703841,0.020553078
20,GP15,3,55.08001,-155.72,12501,43370,300,92.29106101,,299.2,3.8558,24.2,0.001,33.9847,98.34,3.09,44.62,0.01,4.679,33.9847,1.028397758,24.88722575,101.1326355,3.177749073,45.88710797,0.010283978
21,GP15,3,55.08001,-155.72,12499,43370,500,141.4333831,,504.7,3.6725,18.3,0.001,34.1671,115.81,3.07,44.03,0.01,4.688,34.1671,1.029516742,18.84015638,119.2283339,3.160616398,45.32962215,0.010295167
22,GP15,3,55.08001,-155.72,12497,43370,700,61.06957142,,705.1,3.3456,15.4,0.001,34.2709,129.56,3.09,44.17,0.01,4.689,34.2709,1.03056216,15.87065726,133.5196334,3.184437073,45.51993059,0.010305622
23,GP15,3,55.08001,-155.72,12495,43370,800,62.32184086,,805.1,3.17,15.9,0.001,34.3118,136.2,3.1,44.25,0,4.689,34.3118,1.031075752,16.39410446,140.4325175,3.196334833,45.62510205,0
24,GP15,3,55.08001,-155.72,12493,43370,1100,34.80364034,,1110.6,2.6819,19.2,0.001,34.4243,152.2,3.08,44.13,0.01,4.689,34.4243,1.03262594,19.82641805,157.1656681,3.180487896,45.56978274,0.010326259
25,GP15,3,55.08001,-155.72,12491,43370,1400,47.57056661,,1415.4,2.3769,28.6,0.001,34.4901,161.76,3.05,43.83,0.01,4.691,34.4901,1.034109035,29.57551839,167.2774774,3.154032555,45.32499898,0.01034109
26,GP15,3,55.08001,-155.72,12489,43370,1560,32.53465264,,1579.4,2.1747,40.6,0.001,34.532,165.75,2.99,43.21,0,4.685,34.532,1.034914234,42.01751791,171.5370343,3.094393561,44.71864406,0
27,GP15,3,55.08001,-155.72,12487,43370,1595,40.2318569,,1615.4,2.1318,43,0.001,34.5404,166.93,2.98,43,0.01,4.683,34.5404,1.035089949,44.50886779,172.7875651,3.084568047,44.50886779,0.010350899
28,GP15,4,54.65985,-155.17,12558,43371,2,64.42166871,,2,12.3525,268.5334,0.0424,32.4278,6.94,0.7,5.36,0.1,4.4706,32.4265,1.024539552,275.1230895,7.110304494,0.717177687,5.491532001,0.102453955
29,GP15,4,54.65985,-155.17,12583,43371,20,57.58227127,,17.9,12.3682,238.9,0.047,32.4264,7.04,0.71,5.38,0.1,4.469,32.4264,1.024608198,244.7788985,7.213241715,0.727471821,5.512392106,0.10246082
30,GP15,4,54.65985,-155.17,12581,43371,30,76.47987659,,27.3,12.3457,234.1,0.042,32.4273,7.04,0.72,5.42,0.1,4.472,32.4273,1.024655641,239.8718857,7.213575716,0.737752062,5.553633577,0.102465564
31,GP15,4,54.65985,-155.17,12579,43371,40,100.2409295,,36.6,11.9257,272.7,0.041,32.4469,8.11,0.77,6.16,0.13,4.496,32.4469,1.024791719,279.4607017,8.311060839,0.789089623,6.312716987,0.133222923
32,GP15,4,54.65985,-155.17,12577,43371,50,64.2713586,,46.5,6.9463,237.8,0.015,32.7099,21.02,1.4,14.52,0.49,4.609,32.7099,1.025840665,243.9449101,21.56317078,1.436176931,14.89520645,0.502661926
33,GP15,4,54.65985,-155.17,12575,43371,60,93.22608136,,58.2,5.0713,291.4,0.007,32.8395,29.22,1.65,20.55,0.21,4.647,32.8395,1.026229355,299.043234,29.98642175,1.693278436,21.08901324,0.215508165
34,GP15,4,54.65985,-155.17,12573,43371,70,108.970076,,66.9,4.555,281.9,0.006,32.9326,33.43,1.81,23.24,0.02,4.661,32.9326,1.026400841,289.342397,34.3125801,1.857785522,23.85355554,0.020528017
35,GP15,4,54.65985,-155.17,12571,43371,100,74.07442741,,97.8,4.1748,174.5,0.002,33.3437,55.69,2.4,33.25,0.01,4.673,33.3437,1.026912322,179.1962002,57.18874722,2.464589573,34.14483471,0.010269123
36,GP15,4,54.65985,-155.17,12569,43371,145,93.02398462,,145.7,4.0779,73.7,0.002,33.7405,75.7,2.87,41.12,0.01,4.672,33.7405,1.027463344,75.72404847,77.77897515,2.948819798,42.24929271,0.010274633
37,GP15,4,54.65985,-155.17,12567,43371,200,66.05225506,,199.8,3.9723,41.7,0.001,33.8903,87.51,3.07,44.3,0.01,4.673,33.8903,1.027847226,42.86122933,89.94691076,3.155490984,45.53363212,0.010278472
38,GP15,4,54.65985,-155.17,12565,43371,250,65.02252572,,251.4,3.9351,25.5,0.001,33.982,96.49,3.12,45.05,0,4.679,33.982,1.02816435,26.21819093,99.20757816,3.207872773,46.31880398,0
39,GP15,4,54.65985,-155.17,12563,43371,300,91.68929718,,302,3.8944,22.8,0.001,34.0447,101.85,3.12,44.81,0,4.686,34.0447,1.028454217,23.44875615,104.748062,3.208777158,46.08503348,0
40,GP15,4,54.65985,-155.17,12561,43371,400,59.33008823,,403.8,3.7771,19.9,0.001,34.1222,109.46,3.11,44.73,0,4.687,34.1222,1.02900173,20.47713443,112.6345294,3.200195381,46.02724739,0
41,GP15,4,54.65985,-155.17,12641,43371,400,55.53152679,,403.6,3.7939,18.1,0.001,34.117,108.58,3.06,44.25,0,4.686,34.117,1.028994828,18.62480638,111.7282584,3.148724173,45.53302113,0
42,GP15,4,54.65985,-155.17,12637,43371,600,36.06637694,,605.2,3.4762,14.9,0.001,34.2391,123.03,3.14,44.28,0,4.686,34.2391,1.03006072,15.34790473,126.7283704,3.234390661,45.61108869,0
43,GP15,4,54.65985,-155.17,12633,43371,1000,49.65533012,,1008.5,2.7836,15.8,0.001,34.4071,147.32,3.14,44.51,0,4.687,34.4071,1.032131572,16.30767883,152.0536232,3.240893135,45.94017626,0
44,GP15,4,54.65985,-155.17,12629,43371,1400,30.64372369,,1415.5,2.2596,34.7,0.001,34.5133,161.56,3.1,43.86,0,4.687,34.5133,1.034141834,35.88472166,167.0759548,3.205839687,45.35746086,0
45,GP15,4,54.65985,-155.17,12625,43371,1800,32.87145799,,1821.7,1.9549,53.6,0.001,34.577,168.87,3.01,42.46,0,4.688,34.577,1.036077702,55.53376482,174.9624415,3.118593883,43.99185922,0
46,GP15,4,54.65985,-155.17,12621,43371,2250,17.5560639,,2279.8,1.7328,80.5,0.001,34.6217,170.43,2.87,40.8,0,4.691,34.6217,1.038209252,83.57584481,176.9420029,2.979660554,42.35893749,0
47,GP15,4,54.65985,-155.17,12671,43372,3250,16.28426709,,3304.1,1.4979,131.5,0.001,34.6703,161.54,2.6,37.54,0,4.694,34.6703,1.042835918,137.1329232,168.4597142,2.711373387,39.14806037,0
48,GP15,4,54.65985,-155.17,12669,43372,3600,15.50217438,,3661.7,1.4731,141,0.001,34.6781,160.27,2.54,36.9,0,4.693,34.6781,1.044413597,147.2623172,167.3881673,2.652810537,38.53886174,0
49,GP15,4,54.65985,-155.17,12667,43372,4000,17.01544221,,4070.5,1.4697,149.1,0.001,34.6838,158.12,2.52,36.33,0,4.691,34.6838,1.046196186,155.9878513,165.4245409,2.636414388,38.00830743,0
50,GP15,4,54.65985,-155.17,12663,43372,5000,18.02168878,,5104.5,1.5316,159.2,0.001,34.6895,150.41,2.43,35.61,0,4.691,34.6895,1.050614617,167.257847,158.0229445,2.552993518,37.4123865,0
51,GP15,4,54.65985,-155.17,12659,43372,5490,17.17392566,,5610.7,1.586,159.6,0.001,34.6903,149.24,2.43,35.37,0,4.684,34.6903,1.052735517,168.0165885,157.1102485,2.558147306,37.23525523,0
52,GP15,4,54.65985,-155.17,12655,43372,5570,16.39548222,,5692.4,1.5975,159.6,0.001,34.6903,149.44,2.42,35.42,0,4.684,34.6903,1.053074926,168.0707583,157.371517,2.548441322,37.29991389,0
53,GP15,5,53.68,-153.8,12322,43367,2,59.77981361,26.0781105,2,12.6252,252.5794,0.0716,34.426,12.59,0.83,7.32,0.09,4.4319,32.4604,1.024514096,258.7711556,12.89863246,0.850346699,7.49944318,0.092206269
54,GP15,5,53.68,-153.8,12347,43367,25,73.27227737,17.19151503,23,12.6219,271,0.072,32.4641,10.17,0.75,6.64,0.09,4.44,32.4641,1.024612126,277.6698861,10.42030532,0.768459094,6.803424515,0.092215091
55,GP15,5,53.68,-153.8,12345,43367,40,100.8819289,,37.4,11.9724,274.6,0.063,32.4713,14.67,0.98,9.14,0.14,4.468,32.4713,1.024805575,281.4116108,15.03389778,1.004309463,9.366722952,0.14347278
56,GP15,5,53.68,-153.8,12343,43367,55,111.6238941,32.10002781,52.7,5.8445,292.4,0.011,32.7205,23.75,1.46,14.96,0.65,4.622,32.7205,1.026018737,300.0078788,24.36794501,1.497987357,15.34924031,0.666912179
57,GP15,5,53.68,-153.8,12341,43367,70,112.4486876,41.81299619,67.3,4.9695,294.6,0.006,32.7774,28.35,1.65,19.37,0.12,4.654,32.7774,1.026234123,302.3285726,29.09373738,1.693286303,19.87815496,0.123148095
58,GP15,5,53.68,-153.8,12339,43367,90,121.5503314,23.53116157,88.5,4.3487,270.1,0.004,32.9788,37.33,1.97,25.3,0.03,4.669,32.9788,1.026560692,277.274043,38.32151064,2.022324564,25.97198551,0.030796821
59,GP15,5,53.68,-153.8,12337,43367,120,97.27141313,17.95976883,120.4,4.1692,125.6,0.002,33.5622,64.57,2.69,37.19,0.01,4.678,33.5622,1.027192872,129.0154248,66.32584376,2.763148826,38.20130292,0.010271929
60,GP15,5,53.68,-153.8,12335,43367,140,106.4121371,21.43550184,139.7,4.0774,86.8,0.001,33.7182,75.31,2.91,40.85,0.01,4.681,33.7182,1.027417469,89.17983634,77.37480962,2.989784836,41.97000362,0.010274175
61,GP15,5,53.68,-153.8,12333,43367,300,97.81181631,37.59666993,302.1,3.8887,20.6,0.001,34.0331,101.56,3.13,44.73,0.01,4.685,34.0331,1.028445933,21.18598622,104.4489689,3.21903577,46.00238658,0.010284459
62,GP15,5,53.68,-153.8,12331,43367,450,73.23353027,10.01084302,451,3.6734,16.5,0.001,34.1619,115.03,3.11,44.31,0,4.689,34.1619,1.029263472,16.98284728,118.3961772,3.201009397,45.60666443,0
63,GP15,5,53.68,-153.8,12329,43367,600,50.95521687,10.44298272,603.4,3.3792,15.3,0.001,34.2559,128.2,3.13,44.43,0,4.69,34.2559,1.030076405,15.760169,132.0557951,3.224139147,45.76629467,0
64,GP15,5,53.68,-153.8,12327,43367,800,40.24184482,17.89846935,806.7,3.051,16.7,0.001,34.3376,139.91,3.1,44.43,0,4.689,34.3376,1.031116896,17.21965217,144.263565,3.196462379,45.81252371,0
65,GP15,5,53.68,-153.8,12325,43367,1000,31.65028105,5.852503168,1012.4,2.7172,20.6,0.001,34.4103,151.13,3.07,44.32,0,4.692,34.4103,1.032159525,21.26248621,155.990269,3.168729741,45.74531013,0
66,GP15,5,53.68,-153.8,12405,43367,1000,44.22179528,0,1009.6,2.7271,20.3,0.001,34.4087,150.74,2.89,44.52,0,4.689,34.4087,1.032144255,20.95252837,155.5854249,2.982896896,45.95106222,0
67,GP15,5,53.68,-153.8,12403,43367,1250,57.26984791,2.471290953,1263.7,2.4284,28.8,0.001,34.4743,157.95,2.9,44.06,0,4.69,34.4743,1.033396769,29.76182695,163.2250197,2.99685063,45.53146164,0
68,GP15,5,53.68,-153.8,12401,43367,1500,36.20662435,0,1516.8,2.2206,37.9,0.001,34.5224,163.9,2.86,43.44,0,4.684,34.5224,1.034615866,39.21194132,169.5735405,2.959001377,44.94371322,0
69,GP15,5,53.68,-153.8,12399,43367,1750,36.50570668,0,1771.1,2.0397,49,0.001,34.5617,168.09,2.85,42.86,-0.01,4.691,34.5617,1.035825474,50.75544824,174.111904,2.952102602,44.39547983,-0.010358255
70,GP15,5,53.68,-153.8,12397,43367,2000,38.35167967,23.51007718,2025.1,1.8977,61,0.001,34.592,171.21,2.76,42.1,-0.01,4.692,34.592,1.037016909,63.25803145,177.547665,2.862166669,43.65841187,-0.010370169
71,GP15,5,53.68,-153.8,12395,43367,2500,22.88454091,0,2536.3,1.6899,89.3,0.001,34.6327,170.92,2.65,40.23,-0.01,4.694,34.6327,1.039373156,92.81602279,177.6496597,2.754338862,41.81398205,-0.010393732
72,GP15,5,53.68,-153.8,12393,43367,3000,50.07255946,9.622639459,3046.9,1.5744,113.4,0.001,34.656,168.57,2.54,38.72,-0.01,4.695,34.656,1.04167829,118.126318,175.5957093,2.645862855,40.33378337,-0.010416783
73,GP15,5,53.68,-153.8,12391,43367,3500,36.081188,0,3558.4,1.5099,132,0.001,34.6717,165.25,2.48,37.54,0,4.696,34.6717,1.043950936,137.8015235,172.5128921,2.588998321,39.18991813,0
74,GP15,5,53.68,-153.8,12389,43367,4150,40.24973063,1.337224213,4226.9,1.5146,141.3,0.001,34.6802,163.98,2.43,36.78,0,4.695,34.6802,1.046861348,147.9215084,171.6643238,2.543873074,38.50356036,0
75,GP15,5,53.68,-153.8,12387,43367,4350,46.60198206,,4432.4,1.5256,143.5,0.001,34.6822,165.25,2.41,36.7,0,4.688,34.6822,1.047745359,150.3514591,173.1399206,2.525066316,38.45225469,0
76,GP15,5,53.68,-153.8,12383,43367,4575,47.35542201,4.185680416,4664.2,1.4926,154.1,0.001,34.6881,156.66,2.36,35.97,0,4.674,34.6881,1.048748947,161.6122128,164.2970101,2.475047515,37.72349963,0
77,GP15,6,51.99993,-152,12714,43374,2,88.01023425,35.60438002,2,13.011,265.8687,0.0403,32.3791,18.09,1,10.14,0.11,4.5024,32.3879,1.024383378,272.3514769,18.5310953,1.024383378,10.38724745,0.112682172
78,GP15,6,51.99993,-152,12751,43374,25,86.3630626,37.48905378,23.7,12.993,269.1,0.035,32.3872,17.4,0.97,9.55,0.11,4.513,32.3872,1.024483702,275.6885642,17.82601642,0.993749191,9.783819354,0.112693207
79,GP15,6,51.99993,-152,12749,43374,40,87.67808952,25.9092484,37,12.5419,300,0.028,32.3891,17.89,1.02,10.07,0.11,4.528,32.3891,1.024632258,307.3896775,18.3306711,1.045124904,10.31804684,0.112709548
80,GP15,6,51.99993,-152,12747,43374,60,92.50664407,32.58181427,56.3,6.8433,361.9,0.013,32.6029,23.95,1.37,14.72,0.18,4.604,32.6029,1.025815316,371.2425627,24.56827681,1.405366982,15.10000145,0.184646757
81,GP15,6,51.99993,-152,12745,43374,90,111.3957642,56.81656087,89.5,4.8172,287,0.004,32.7137,28.84,1.56,19.33,0.03,4.669,32.7137,1.026304021,294.5492541,29.59860797,1.601034273,19.83845673,0.030789121
82,GP15,6,51.99993,-152,12743,43374,120,88.92621573,,119,4.183,242.3,0.002,32.9819,,,,,4.676,32.9819,1.026723533,248.7751121,,,,
83,GP15,6,51.99993,-152,12741,43374,150,99.26132904,14.43150596,148.3,3.5726,138.9,0.001,33.5185,67.11,2.6,36.81,0.01,4.671,33.5185,1.027350514,142.6989864,68.94549299,2.671111336,37.81677242,0.010273505
84,GP15,6,51.99993,-152,12739,43374,250,95.79399516,,250,3.5376,44,0.001,33.8109,87.71,2.96,42.81,0.01,4.681,33.8109,1.028062788,45.23476266,90.17138712,3.043065852,44.01136794,0.010280628
85,GP15,6,51.99993,-152,12737,43374,350,89.84591482,9.805509648,351.6,3.7315,25.8,0.001,33.9682,100.3,3.11,44.81,0.01,4.685,33.9682,1.02864108,26.53893986,103.1727003,3.199073758,46.09340678,0.010286411
86,GP15,6,51.99993,-152,12735,43374,440,75.20570049,,441.7,3.7225,24.6,0.001,34.0718,108.69,3.07,44.12,0,4.688,34.0718,1.029142932,25.31691613,111.8575453,3.159468802,45.40578617,0
87,GP15,6,51.99993,-152,12733,43374,550,75.86192011,15.35010572,552.3,3.6029,19.2,0.001,34.1582,117.37,3.07,44.18,0,4.677,34.1582,1.029737214,19.77095451,120.8602568,3.161293247,45.49379011,0
88,GP15,6,51.99993,-152,12731,43374,750,52.09273516,22.36621671,754.9,3.2307,20.7,0.001,34.283,132.88,3.07,43.74,0,4.69,34.283,1.030814097,21.3378518,136.9745772,3.164599277,45.08780859,0
89,GP15,6,51.99993,-152,12729,43374,1000,63.71431245,,1009.9,2.8482,20.7,0.001,34.3854,146.25,3.07,43.94,0,4.691,34.3854,1.03211304,21.36473993,150.9465321,3.168587033,45.35104698,0
90,GP15,6,51.99993,-152,12789,43375,1000,27.02241455,0,1012,2.8373,20.8,0.001,34.3878,146.34,3.06,43.94,0,4.689,34.3878,1.032125845,21.46821757,151.0412961,3.158305085,45.35160962,0
91,GP15,6,51.99993,-152,12787,43375,1250,28.74993054,,1261.8,2.4949,24.6,0.001,34.4633,157.08,3.08,44,0,4.689,34.4633,1.033371306,25.42093414,162.3219648,3.182783623,45.46833748,0
92,GP15,6,51.99993,-152,12785,43375,1500,47.57127086,0,1513.9,2.2716,34.7,0.001,34.5121,162.24,3.04,43.26,0,4.691,34.5121,1.03458812,35.90020776,167.8515766,3.145147884,44.75628207,0
93,GP15,6,51.99993,-152,12783,43375,1750,11.63130914,,1771.9,2.0779,43.7,0.001,34.555,167.31,3.01,42.88,0,4.691,34.555,1.035818848,45.26528364,173.3028514,3.117814731,44.41591219,0
94,GP15,6,51.99993,-152,12781,43375,2000,25.12946072,1.522613585,2023.4,1.9353,52.7,0.001,34.5875,171.7,2.95,42.61,0,4.692,34.5875,1.037000668,54.64993519,178.0530147,3.05915197,44.18659845,0
95,GP15,6,51.99993,-152,12779,43375,2200,19.46010229,,2230.4,1.8403,62.8,0.001,34.6069,173.07,2.92,41.9,0,4.692,34.6069,1.037960954,65.1839479,179.6399023,3.030845985,43.49056397,0
96,GP15,6,51.99993,-152,12777,43375,2500,17.57083689,,2535.1,1.7195,83,0.001,34.6296,171.21,2.84,40.61,0,4.694,34.6296,1.039361123,86.26697321,177.9490179,2.951785589,42.20845521,0
97,GP15,6,51.99993,-152,12775,43375,3000,16.20071831,0,3046,1.5875,110,0.001,34.6551,168.86,2.72,38.99,0,4.695,34.6551,1.04167154,114.5838694,175.8966562,2.833346588,40.61477333,0
98,GP15,6,51.99993,-152,12773,43375,3500,19.21543622,,3560.4,1.5207,128.9,0.001,34.671,166.03,2.62,37.85,0,4.697,34.671,1.043957264,134.5660914,173.3282246,2.735168033,39.51378246,0
99,GP15,6,51.99993,-152,12771,43375,4000,3.335519451,0,4074.4,1.513,139.3,0.001,34.6796,165.05,2.58,37,0,4.697,34.6796,1.046202162,145.7359611,172.6756668,2.699201577,38.70947998,0
100,GP15,6,51.99993,-152,12769,43375,4500,12.04316258,,4585.3,1.5386,144.8,0.001,34.6836,164.37,2.54,36.75,0,4.695,34.6836,1.048399682,151.8082739,172.3254557,2.662935192,38.52868831,0
101,GP15,6,51.99993,-152,12767,43375,5065,15.84040729,2.021983005,5167.6,1.5911,146.6,0.001,34.6851,161.25,2.49,36.37,0,4.688,34.6851,1.050866992,154.0571011,169.4523025,2.616658811,38.22003251,0
102,GP15,7,49.49992,-152,12853,43376,20,71.45589064,,17.1,13.717,263.1,0.023,32.3855,15.64,1.01,9.89,0.11,4.559,32.3855,1.024308483,269.4955618,16.02018467,1.034551568,10.13041089,0.112673933
103,GP15,7,49.49992,-152,12851,43376,35,88.18739546,,32.8,13.3865,260.5,0.025,32.3875,17.11,1.12,11.13,0.13,4.569,32.3875,1.024446394,266.8682857,17.52827781,1.147379962,11.40208837,0.133178031
104,GP15,7,49.49992,-152,12849,43376,45,96.17641993,,42.8,7.774,293.6,0.03,32.6181,19.65,1.34,13.57,0.22,4.584,32.6181,1.025636189,301.1267851,20.15375112,1.374352493,13.91788309,0.225639962
105,GP15,7,49.49992,-152,12847,43376,60,122.1161598,,58.1,6.3159,296.4,0.012,32.6526,22.78,1.49,16.63,0.66,4.635,32.6526,1.025930889,304.0859155,23.37070565,1.528637025,17.06123069,0.677114387
106,GP15,7,49.49992,-152,12845,43376,70,129.8727252,,69.5,5.9426,297.3,0.007,32.6567,23.27,1.52,17.78,0.06,4.657,32.6567,1.026033667,305.0398091,23.87580342,1.559571173,18.24287859,0.06156202
107,GP15,7,49.49992,-152,12843,43376,90,111.6977017,,86.8,5.596,296.4,0.005,32.6812,25.02,1.59,18.71,0.02,4.671,32.6812,1.026175412,304.158392,25.6749088,1.631618905,19.19974195,0.020523508
108,GP15,7,49.49992,-152,12841,43376,150,94.40349725,,148.6,3.8986,168.4,0.001,33.5102,56.56,2.33,32,0.01,4.671,33.5102,1.027311049,172.9991806,58.10471291,2.393634743,32.87395355,0.01027311
109,GP15,7,49.49992,-152,12839,43376,250,84.38470936,,249.5,3.6546,92.3,0.001,33.763,77.36,2.74,38.93,0.01,4.681,33.763,1.02800914,94.88524364,79.52678708,2.816745044,40.02039583,0.010280091
110,GP15,7,49.49992,-152,12837,43376,400,89.62745185,,401.2,3.8602,49.1,0.001,33.9945,96.49,2.95,40.05,0.01,4.684,33.9945,1.028877508,50.51788564,99.27639074,3.035188649,41.20654419,0.010288775
111,GP15,7,49.49992,-152,12835,43376,550,85.64618049,,552.4,3.6885,30.9,0.001,34.1501,113.27,2.99,41.92,0,4.688,34.1501,1.029720888,31.81837543,116.636485,3.078865455,43.16589962,0
112,GP15,7,49.49992,-152,12833,43376,750,47.01400641,,755.6,3.359,25.8,0.001,34.2818,127.22,3.04,42.52,0,4.69,34.2818,1.030801218,26.59467144,131.138531,3.133635704,43.82966781,0
113,GP15,7,49.49992,-152,12831,43376,1000,36.24243408,,1008.7,2.8646,23.2,0.001,34.3853,144.49,3.08,43.36,0,4.692,34.3853,1.032105108,23.9448385,149.128867,3.178883732,44.75207748,0
114,GP15,8,47.00001,-151.9999,12905,43377,2,11.49195013,0,2,15.0846,255.8373,0.0813,32.2743,0,0.66,4.47,0.11,4.3872,32.2646,1.023861374,261.9419295,0,0.675748507,4.576660342,0.112624751
115,GP15,8,47.00001,-151.9999,12903,43377,28,56.05032404,0,24.8,14.787,259.2,0.083,32.2786,0.59,0.84,6.37,0.11,4.418,32.2786,1.024037278,265.4304625,0.604181994,0.860191314,6.523117462,0.112644101
116,GP15,8,47.00001,-151.9999,12900,43377,45,137.1025932,50.54808582,43.5,8.5369,292.4,0.025,32.599,14.08,1.22,11.28,0.19,4.596,32.599,1.025511832,299.8596598,14.4392066,1.251124436,11.56777347,0.194847248
117,GP15,8,47.00001,-151.9999,12897,43377,65,86.12458826,36.44249936,63.5,7.3378,281.7,0.005,32.6586,16.91,1.34,14.88,0.3,4.656,32.6586,1.025824192,288.9746749,17.34668709,1.374604418,15.26426398,0.307747258
118,GP15,8,47.00001,-151.9999,12894,43377,90,111.4360185,37.47688441,88.3,6.4329,285.7,0.003,32.6778,18.96,1.39,16.1,0.03,4.669,32.6778,1.026074791,293.1495677,19.45437803,1.426243959,16.51980413,0.030782244
119,GP15,8,47.00001,-151.9999,12891,43377,115,76.31936988,55.37215786,113,6.1236,283.6,0.001,32.8263,20.13,1.41,16.75,0.03,4.671,32.8263,1.026345722,291.0716467,20.66033938,1.447147468,17.19129084,0.030790372
120,GP15,8,47.00001,-151.9999,12888,43377,150,76.68622079,58.09637137,148.5,5.3421,251.3,0.001,33.2367,28.83,1.61,20.8,0.01,4.673,33.2367,1.026930943,258.067746,29.60641909,1.653358819,21.36016362,0.010269309
