,Cruise,Station,Latitude,Longitude,Sample #,Date Sampled,DEPTH [m],dCo [pM],LdCo [pM],CTDPRS [dbar],CTDTMP,CTDOXY [umol/kg],CTDFLUOR,Salinity,Silicate [umol/kg],Phosphate [umol/kg],Nitrate [umol/kg],Nitrite [umol/kg],CTDXMISS,CTDSAL,Density,CTDOXY [uM],Silicate [uM],Phosphate [uM],Nitrate [uM],Nitrite [uM]
243,GP15,14,31.99997,-151.99994,13564,43388,1500,31.46184928,,1514.2,2.6636,40.5,0.001,34.5437,149.35,3.06,42.68,0,4.7,34.5437,1.03456173,41.89975005,154.5117943,3.165758893,44.15509462,0
244,GP15,14,31.99997,-151.99994,13561,43388,1700,30.33297074,,1718.9,2.3285,53.8,0.001,34.5777,158.62,3.01,42.04,0,4.701,34.5777,1.035560811,55.71317161,164.2606558,3.11703804,43.53497648,0
245,GP15,14,31.99997,-151.99994,13558,43388,1900,39.50400089,0,1920.2,2.0821,66.5,0.001,34.6035,164.87,2.94,41.27,0,4.701,34.6035,1.036524544,68.92888219,170.8918016,3.04738216,42.77736794,0
246,GP15,14,31.99997,-151.99994,13555,43388,2100,37.60699142,,2124.2,1.9065,77.6,0.001,34.6228,168.87,2.87,40.57,0,4.703,34.6228,1.037483575,80.50872543,175.1998513,2.977577861,42.09070864,0
247,GP15,14,31.99997,-151.99994,13552,43388,2300,35.83113005,,2327.3,1.7723,86.8,0.001,34.6363,171.6,2.85,39.98,0,4.704,34.6363,1.038425527,90.13533577,178.1938205,2.959512753,41.51625258,0
248,GP15,14,31.99997,-151.99994,13549,43388,2500,29.49717534,,2530.9,1.6828,96.7,0.001,34.6471,171.3,2.78,39.45,0,4.706,34.6471,1.039358339,100.5059514,178.0420835,2.889416182,41.00268647,0
249,GP15,14,31.99997,-151.99994,13475,43386,2750,23.30915456,,2785.6,1.5951,109,0.001,34.6584,168.08,2.67,38.41,0,4.703,34.6584,1.040515316,113.4161694,174.8898143,2.778175893,39.96619328,0
250,GP15,14,31.99997,-151.99994,13472,43386,3000,32.47589748,0,3042.1,1.5296,119.3,0.001,34.6663,164.96,2.64,37.9,0,4.703,34.6663,1.041668919,124.2711021,171.833705,2.750005947,39.47925205,0
251,GP15,14,31.99997,-151.99994,13469,43386,3500,30.52006897,,3552.1,1.4684,135.5,0.001,34.6783,160.95,2.55,36.82,0,4.705,34.6783,1.043932161,141.4528078,168.0208813,2.66202701,38.43758216,0
252,GP15,14,31.99997,-151.99994,13466,43386,4000,26.85992894,,4066.5,1.4673,145.9,0.001,34.6845,160.56,2.56,37.09,0,4.707,34.6845,1.046176493,152.6371503,167.9740977,2.678211822,38.80268612,0
253,GP15,14,31.99997,-151.99994,13463,43386,4500,15.65813881,,4578,1.4962,152.5,0.001,34.6875,151.39,2.47,35.76,0,4.707,34.6875,1.048375801,159.8773097,158.7136126,2.58948823,37.48991866,0
254,GP15,14,31.99997,-151.99994,13460,43386,5085,57.97360768,,5181.8,1.5606,154.8,0.001,34.6884,148.26,2.44,35.56,0,4.707,34.6884,1.050932356,162.6843288,155.8112311,2.564274949,37.37115459,0
255,GP15,14,31.99997,-151.99994,13457,43386,5165,28.10614179,,5263.2,1.5685,154.8,0.001,34.6883,147.48,2.43,35.4,0,4.706,34.6883,1.051274377,162.7372736,155.0419452,2.554596737,37.21511296,0
256,GP15,14,31.99997,-151.99994,13454,43386,5205,34.96633061,0,5304.7,1.5733,154.8,0.001,34.6883,147.39,2.43,35.54,0,4.707,34.6883,1.051448393,162.7642112,154.9729786,2.555019594,37.36847587,0
257,GP15,15,29.50003,-151.99998,13609,43389,2,2.731644157,,2,24.1952,209.2847,0.0012,,,,,,4.6624,35.4189,1.023911975,214.2891106,,,,
258,GP15,15,29.50003,-151.99998,13608,43389,25,3.756372289,,22.7,24.1585,210.7,0.001,35.4179,0,0,0,0,4.662,35.4179,1.02401157,215.7592377,0,0,0,0
259,GP15,15,29.50003,-151.99998,13606,43389,50,0,,47.7,24.1424,212.6,0.002,35.4158,0,0,0,0,4.665,35.4158,1.024122642,217.7284737,0,0,0,0
260,GP15,15,29.50003,-151.99998,13604,43389,75,0.065359004,,72.5,21.0313,232.1,0.004,35.1312,0,0,0,0,4.661,35.1312,1.024904976,237.880445,0,0,0,0
261,GP15,15,29.50003,-151.99998,13602,43389,100,9.018304503,,97.8,19.9134,224.8,0.006,35.0725,0,0.02,0,0,4.665,35.0725,1.025271239,230.4809746,0,0.020505425,0,0
262,GP15,15,29.50003,-151.99998,13600,43389,125,12.04342952,,123.6,18.9907,218.9,0.007,34.9952,0,0.08,0,0.26,4.665,34.9952,1.025565463,224.4962799,0,0.082045237,0,0.26664702
263,GP15,15,29.50003,-151.99998,13598,43389,150,18.20293811,,148.5,18.0611,213.7,0.003,34.8938,0,0.13,0.61,0.02,4.683,34.8938,1.02583213,219.2203261,0,0.133358177,0.625757599,0.020516643
264,GP15,15,29.50003,-151.99998,13596,43389,250,22.7917096,,249,13.0096,209.2,0.001,34.2177,4.1,0.56,7.3,0.01,4.694,34.2177,1.026901173,214.8277253,4.210294808,0.575064657,7.49637856,0.010269012
265,GP15,15,29.50003,-151.99998,13594,43389,350,38.60125854,,350.2,10.8188,218.4,0.001,34.1375,10.84,0.85,11.94,0,4.697,34.1375,1.02771638,224.4532573,11.14044556,0.873558923,12.27093357,0
266,GP15,15,29.50003,-151.99998,13592,43389,550,62.48723728,,551.7,6.7517,115.3,0.001,34.0024,47.85,2.09,29.99,0,4.696,34.0024,1.029196066,118.6663064,49.24703174,2.151019777,30.86559001,0
267,GP15,15,29.50003,-151.99998,13590,43389,700,66.33058898,,704.5,5.0267,42.6,0.001,34.0951,81.83,2.84,39.9,0,4.697,34.0951,1.030208124,43.88686607,84.30193077,2.925791072,41.10530414,0
268,GP15,15,29.50003,-151.99998,13588,43389,900,71.53574825,,906.4,4.1233,12.3,0.001,34.3023,110.03,3.12,43.54,0,4.699,34.3023,1.031413518,12.68638627,113.4864293,3.218010175,44.90774456,0
269,GP15,15,29.50003,-151.99998,13586,43389,1000,36.09021555,,1007.1,3.833,13.5,0.001,34.3719,117.94,3.14,43.74,0,4.7,34.3719,1.031965846,13.93153893,121.7100519,3.240372757,45.13818612,0
270,GP15,16,26.99995,-152.00009,13620,43389,2,0,9.824177658,2,24.4109,207.9429,0.0024,35.4367,0,0,0,0,4.6549,35.43,1.023855675,212.9035182,0,0,0,0
271,GP15,16,26.99995,-152.00009,13635,43389,30,0,7.188922663,27.7,24.4042,208.6,0.002,35.4309,0,0,0,0,4.657,35.4309,1.023969279,213.5999915,0,0,0,0
272,GP15,16,26.99995,-152.00009,13657,43389,65,4.083459322,,62.8,22.0249,228.2,0.004,35.1792,0,0,0,0,4.649,35.1792,1.024623398,233.8190595,0,0,0,0
273,GP15,16,26.99995,-152.00009,13655,43389,110,5.159913085,0,109.6,18.9489,220.7,0.009,34.9867,0,0.06,0.09,0.23,4.661,34.9867,1.025508379,226.3296993,0,0.061530503,0.092295754,0.235866927
274,GP15,16,26.99995,-152.00009,13653,43389,125,24.7053064,,123.7,18.3078,214.5,0.006,34.9139,0,0.1,0.83,0.08,4.673,34.9139,1.025677035,220.0077239,0,0.102567703,0.851311939,0.082054163
275,GP15,16,26.99995,-152.00009,13651,43389,150,14.71751095,,148.7,17.1014,211,0.002,34.7538,0.59,0.18,2.29,0.02,4.689,34.7538,1.025960534,216.4776727,0.605316715,0.184672896,2.349449623,0.020519211
276,GP15,16,26.99995,-152.00009,13649,43389,200,36.80612663,0,199.5,13.9599,210.3,0.001,34.3449,3.42,0.44,6.53,0,4.694,34.3449,1.026581464,215.890082,3.510908609,0.451695844,6.703576963,0
277,GP15,16,26.99995,-152.00009,13647,43389,300,81.83268049,,299.1,11.0864,218.1,0.001,34.1606,10.25,0.81,12,0,4.699,34.1606,1.027455219,224.0879832,10.53141599,0.832238727,12.32946262,0
278,GP15,16,26.99995,-152.00009,13645,43389,400,88.54615071,24.04399996,400.3,9.0308,186.7,0.001,34.0553,24.41,1.35,20.2,0,4.7,34.0553,1.028191923,191.9634321,25.09816485,1.388059096,20.76947685,0
279,GP15,16,26.99995,-152.00009,13643,43389,525,109.0318802,,527.8,6.5578,114.6,0.001,34.0021,52.25,2.19,31.58,0,4.698,34.0021,1.029114772,117.9365529,53.77124683,2.25376135,32.4994445,0
280,GP15,16,26.99995,-152.00009,13641,43389,600,88.16125853,37.95946611,603.1,5.5477,74,0.001,34.0393,68.55,2.57,36.6,0,4.698,34.0393,1.029629613,76.1925914,70.58111,2.646148107,37.68444385,0
281,GP15,16,26.99995,-152.00009,13639,43389,700,64.07575371,,702.5,4.6314,36.1,0.001,34.1439,91.2,2.92,41.24,0,4.698,34.1439,1.030288342,37.19340913,93.96229675,3.008441957,42.48909121,0
282,GP15,16,26.99995,-152.00009,13637,43389,850,32.86497,18.3330304,854.9,4.0083,17.6,0.001,34.3177,111.4,3.09,43.34,0,4.7,34.3177,1.031203463,18.14918094,114.8760657,3.186418699,44.69235807,0
283,GP15,16,26.99995,-152.00009,13694,43390,850,48.40274327,,854.3,4.0645,17.7,0.001,34.2986,110.62,3.1,43.13,0,4.7,34.2986,1.031178652,18.25186214,114.0689825,3.196653821,44.47473526,0
284,GP15,16,26.99995,-152.00009,13692,43390,1000,31.17790279,,1007.1,3.6663,26.6,0.001,34.4231,120.57,3.08,42.99,0,4.7,34.4231,1.032026396,27.45190212,124.4314225,3.178641298,44.36681474,0
285,GP15,16,26.99995,-152.00009,13690,43390,1250,27.42598424,1.950454497,1260.4,3.1414,52.3,0.001,34.5244,130.03,3,41.9,0,4.702,34.5244,1.033328991,54.04310623,134.3637687,3.099986973,43.29648473,0
286,GP15,16,26.99995,-152.00009,13688,43390,1750,24.94722027,,1763.2,2.3192,76.1,0.001,34.596,147.88,2.85,40.41,0,4.703,34.596,1.035775906,78.82254645,153.170541,2.951961332,41.85570437,0
287,GP15,16,26.99995,-152.00009,13686,43390,2250,19.48780392,0,2275.4,1.8483,93.3,0.001,34.6352,161.74,2.78,39.69,0,4.704,34.6352,1.038180117,96.86220489,167.9152521,2.886140724,41.20536883,0
288,GP15,16,26.99995,-152.00009,13684,43390,2500,17.67210111,,2529.9,1.7127,104.6,0.001,34.6487,162.13,2.71,38.86,0,4.705,34.6487,1.039349888,108.7159983,168.5097973,2.816638196,40.38913665,0
289,GP15,16,26.99995,-152.00009,13682,43390,3000,22.8493139,,3040,1.5514,122.9,0.001,34.667,160.47,2.63,37.73,0,4.706,34.667,1.041656077,128.0195319,167.1545507,2.739555483,39.3016838,0
290,GP15,16,26.99995,-152.00009,13680,43390,4000,18.19484257,12.39472617,4061.8,1.4813,146.1,0.001,34.6839,154.32,2.51,36.33,0,4.708,34.6839,1.046152502,152.8428806,161.4422542,2.625842781,38.00672041,0
291,GP15,16,26.99995,-152.00009,13678,43390,5000,34.7819254,,5090.9,1.5143,161,0.001,34.6905,143.58,2.42,35.23,0,4.709,34.6905,1.05055775,169.1397978,150.8390817,2.542349755,37.01114953,0
292,GP15,16,26.99995,-152.00009,13676,43390,5205,12.59744763,,5302.5,1.5322,161.8,0.001,34.6911,142.5,2.41,35.15,0,4.708,34.6911,1.051448727,170.1244041,149.8314437,2.533991433,36.95842277,0
293,GP15,16,26.99995,-152.00009,13674,43390,5285,26.50511453,,5386.9,1.5407,161.8,0.001,34.6913,142.11,2.41,35.11,0,4.708,34.6913,1.051802666,170.1816714,149.4716769,2.534844426,36.92879161,0
294,GP15,16,26.99995,-152.00009,13672,43390,5325,25.53366329,6.258823529,5427,1.5449,161.8,0.001,34.6911,149.24,2.47,35.9,0,4.708,34.6911,1.051970361,170.2088043,156.9960566,2.598366791,37.76573594,0
295,GP15,17,24.50007,-152.00009,13721,43391,2,0,,2,25.891,191.242,0.002,,,,,,4.6599,34.7439,1.022884819,195.6185386,,,,
296,GP15,17,24.50007,-152.00009,13746,43391,40,9.508412369,,37.7,25.881,190.8,0.002,34.7476,0,0,0,0,4.659,34.7476,1.023044399,195.1968713,0,0,0,0
297,GP15,17,24.50007,-152.00009,13744,43391,80,8.611338771,,78.3,23.6435,204.3,0.006,35.0492,0,0,0,0,4.656,35.0492,1.024125439,209.2288273,0,0,0,0
298,GP15,17,24.50007,-152.00009,13742,43391,95,9.064019481,,93.7,22.5209,201,0.008,35.0928,0,0.02,0,0,4.658,35.0928,1.024551012,205.9347534,0,0.02049102,0,0
299,GP15,17,24.50007,-152.00009,13740,43391,110,4.222815197,,109.1,21.6478,198.2,0.006,35.0987,0,0.04,0,0.17,4.673,35.0987,1.024868893,203.1290145,0,0.040994756,0,0.174227712
300,GP15,17,24.50007,-152.00009,13738,43391,135,11.69794213,,132.7,20.645,182.3,0.004,35.0211,0,0.14,0.73,0.06,4.681,35.0211,1.025188204,186.8918096,0,0.143526349,0.748387389,0.061511292
301,GP15,17,24.50007,-152.00009,13736,43391,200,14.49427714,,199.4,17.5499,181.2,0.001,34.6705,1.17,0.29,3.35,0.01,4.692,34.6705,1.026010659,185.9131315,1.200432471,0.297543091,3.437135709,0.010260107
302,GP15,17,24.50007,-152.00009,13734,43391,300,70.77703361,,299.7,11.3615,176.1,0.001,34.0372,11.62,0.99,13.29,0,4.7,34.0372,1.027310751,180.9094232,11.93735092,1.017037643,13.65295988,0
303,GP15,17,24.50007,-152.00009,13732,43391,400,74.8094805,,400.3,8.3766,136.5,0.001,34.0406,32.81,1.78,24.87,0,4.701,34.0406,1.028287618,140.3612599,33.73811676,1.830351961,25.57351307,0
304,GP15,17,24.50007,-152.00009,13730,43391,500,79.10548065,,501,6.4214,70.7,0.001,34.0761,58.69,2.52,34.64,0,4.7,34.0761,1.029070027,72.7552509,60.39611988,2.593256468,35.64698573,0
305,GP15,17,24.50007,-152.00009,13728,43391,600,69.18281177,,602.6,5.2895,38,0.001,34.1478,79.97,2.85,39.55,0,4.7,34.1478,1.029747341,39.13039896,82.34889486,2.934779922,40.72650734,0
306,GP15,17,24.50007,-152.00009,13726,43391,750,58.66107377,,754.1,4.5507,25,0.001,34.2939,98.61,3.03,42.03,0.01,4.701,34.2939,1.03065363,25.76634075,101.6327545,3.122880499,43.31837207,0.010306536
307,GP15,17,24.50007,-152.00009,13724,43391,1000,41.93835867,,1006.8,3.8973,40.2,0.001,34.4673,112.36,3,42.01,0,4.705,34.4673,1.032030246,41.4876159,115.9589185,3.096090739,43.35559064,0
308,GP15,18,22.00036,-152.00016,13782,43392,2,0.282456681,9.177472906,2,27.0508,201.1303,0.0024,34.7174,0,0.06,0,0,4.6529,34.7137,1.022496087,205.6549448,0,0.061349765,0,0
309,GP15,18,22.00036,-152.00016,13807,43392,40,0,0,38.2,26.9225,201.9,0.002,34.7228,0,0.05,0,0,4.651,34.7228,1.022699429,206.4830146,0,0.051134971,0,0
310,GP15,18,22.00036,-152.00016,13805,43392,80,7.240987896,12.92173459,77.9,23.5449,228.3,0.006,35.0932,0,0.01,0,0,4.659,35.0932,1.024186046,233.8216744,0,0.01024186,0,0
311,GP15,18,22.00036,-152.00016,13803,43392,110,11.43228131,,108.8,21.7193,207.5,0.007,35.1237,0,0.06,0.01,0.03,4.673,35.1237,1.024866598,212.659819,0,0.061491996,0.010248666,0.030745998
312,GP15,18,22.00036,-152.00016,13801,43392,130,24.80129529,4.132158278,127.9,20.8786,198,0.005,35.05,0.1,0.16,0.9,0.06,4.678,35.05,1.025125785,202.9749054,0.102512579,0.164020126,0.922613207,0.061507547
313,GP15,18,22.00036,-152.00016,13799,43392,150,13.48948194,,149.1,19.6434,192,0.003,34.9855,0.49,0.24,2.09,0.03,4.686,34.9855,1.025499744,196.8959508,0.502494874,0.246119938,2.143294464,0.030764992
314,GP15,18,22.00036,-152.00016,13797,43392,200,28.57758119,0,198.5,16.384,195.3,0.001,34.5644,2.44,0.38,4.68,0.01,4.695,34.5644,1.026204751,200.4177879,2.503939593,0.389957805,4.802638235,0.010262048
315,GP15,18,22.00036,-152.00016,13795,43392,300,48.61197003,,299.5,10.9184,194.6,0.001,34.0981,12.79,1,14.18,0.01,4.7,34.0981,1.027439607,199.9397476,13.14095258,1.027439607,14.56909363,0.010274396
316,GP15,18,22.00036,-152.00016,13793,43392,450,81.33181149,42.31928546,451.8,7.0453,107.4,0.001,34.0442,48.24,2.22,31.44,0,4.7,34.0442,1.028730283,110.4856324,49.62594885,2.283781228,32.3432801,0
317,GP15,18,22.00036,-152.00016,13791,43392,600,98.08789212,,601.4,5.3993,33.8,0.001,34.2155,79.58,2.92,40.34,0,4.7,34.2155,1.029780896,34.8065943,81.94996373,3.006960217,41.54136136,0
318,GP15,18,22.00036,-152.00016,13789,43392,700,55.84913713,,703.1,4.8847,25.6,0.001,34.3379,91.58,3.04,42.22,0,4.701,34.3379,1.030411299,26.37852927,94.36506681,3.13245035,43.50396506,0
319,GP15,18,22.00036,-152.00016,13787,43392,850,38.42562135,6.723412366,854,4.4863,34.8,0.001,34.4512,99.28,3.03,42.32,0,4.702,34.4512,1.031242968,35.8872553,102.3818019,3.124666194,43.64220242,0
320,GP15,18,22.00036,-152.00016,13785,43392,1000,40.13811772,,1006.4,4.0139,43.7,0.001,34.5057,108.26,3.02,42.2,0,4.706,34.5057,1.032043231,45.10028919,111.7290002,3.116770557,43.55222434,0
321,GP15,18,22.00036,-152.00016,13844,43392,1000,43.58019128,,1007.1,4.0602,43.3,0.001,34.5035,108.36,3.01,41.66,0,4.703,34.5035,1.032038744,44.6872776,111.8317183,3.106436619,42.99473406,0
322,GP15,18,22.00036,-152.00016,13842,43392,1100,31.18171362,,1108.7,3.7705,48.2,0.001,34.5249,113.43,3.02,41.86,0,4.703,34.5249,1.03255651,49.76922377,117.1228849,3.118320659,43.22281549,0
323,GP15,18,22.00036,-152.00016,13840,43392,1250,40.29229618,15.07172326,1260.8,3.3741,55.3,0.001,34.5491,121.73,3,41.93,0,4.704,34.5491,1.033319785,57.14258411,125.7860174,3.099959355,43.32709858,0
324,GP15,18,22.00036,-152.00016,13838,43392,1750,26.48117241,,1767.7,2.4471,78.4,0.001,34.603,143.59,2.88,40.94,0,4.704,34.603,1.035784181,81.20547977,148.7282505,2.98305844,42.40500436,0
325,GP15,18,22.00036,-152.00016,13836,43392,2250,19.56205409,13.9590298,2275.7,1.9038,101.6,0.001,34.6408,152.08,2.73,39.37,0,4.705,34.6408,1.038177185,105.478802,157.8859863,2.834223715,40.87303577,0
326,GP15,18,22.00036,-152.00016,13834,43392,2750,24.53119149,,2782.8,1.6831,116.1,0.001,34.6602,156.56,2.66,38.6,0,4.707,34.6602,1.040489528,120.8008342,162.8990405,2.767702145,40.16289578,0
327,GP15,18,22.00036,-152.00016,13832,43392,3250,20.1259226,1.888362741,3293,1.5417,129.4,0.001,34.6732,157.54,2.6,37.84,0,4.708,34.6732,1.042777914,134.9354621,164.2792326,2.711222578,39.45871628,0
328,GP15,18,22.00036,-152.00016,13830,43392,3750,19.29647049,,3805.3,1.481,143,0.001,34.6811,154.71,2.52,37.02,0,4.709,34.6811,1.045036161,149.440171,161.6775444,2.633491125,38.68723866,0
329,GP15,18,22.00036,-152.00016,13828,43392,4250,18.54731103,4.818643771,4318.5,1.4729,152.4,0.001,34.6861,149.63,2.46,36.25,0,4.709,34.6861,1.047263271,159.6029226,156.7020033,2.576267648,37.96329359,0
330,GP15,18,22.00036,-152.00016,13826,43392,4750,24.80190373,,4831.8,1.486,159.5,0.001,34.6899,143.87,2.42,35.48,0,4.709,34.6899,1.049461657,167.3891342,150.9860485,2.539697209,37.23489958,0
331,GP15,18,22.00036,-152.00016,13824,43392,5095,33.81053135,6.683659642,5187.9,1.5121,161.6,0.001,34.691,141.72,2.41,35.21,0,4.709,34.691,1.050968174,169.8364569,148.9432096,2.532833299,37.00458941,0
332,GP15,18,22.00036,-152.00016,13822,43392,5135,36.29145051,,5228.7,1.5174,161.6,0.001,34.6909,151.48,2.62,37.79,0,4.709,34.6909,1.05113941,169.8641287,159.2265978,2.753985254,39.7225583,0
333,GP15,18.3,19.68081,-154.51317,13916,43394,25,6.50332204,,22.8,26.959,203.8,0.003,34.8129,0,0.01,0,0,4.662,34.8129,1.022689463,208.4241127,0,0.010226895,0,0
334,GP15,18.3,19.68081,-154.51317,13914,43394,100,0.895004678,,98.1,22.1138,215,0.006,35.135,0,0.03,0,0.03,4.67,35.135,1.024717862,220.3143404,0,0.030741536,0,0.030741536
335,GP15,18.3,19.68081,-154.51317,13912,43394,300,66.7915918,,299.6,9.8782,184.9,0.001,34.0905,19.92,1.29,17.91,0.01,4.7,34.0905,1.027620606,190.0070501,20.47020248,1.325630582,18.40468506,0.010276206
336,GP15,18.3,19.68081,-154.51317,13910,43394,500,83.47533604,,501.6,6.5409,41.5,0.001,34.2865,63.76,2.77,36.88,0,4.698,34.2865,1.029221677,42.71269957,65.62317409,2.850944044,37.95769543,0
337,GP15,18.3,19.68081,-154.51317,13908,43394,800,,,803.1,4.97,38.6,0.001,34.4701,89.32,3.01,40.99,0.01,4.702,34.4701,1.030960907,39.79509102,92.08542823,3.103192331,42.25908759,0.010309609
338,GP15,18.3,19.68081,-154.51317,13906,43394,1100,49.71720807,,1108.8,3.9274,46.8,0.001,34.5236,109.92,3.04,41.62,0,4.703,34.5236,1.03253524,48.32264923,113.4962736,3.138907129,42.97411668,0
339,GP15,18.3,19.68081,-154.51317,13904,43394,1300,48.45417917,,1310.2,3.4226,56.2,0.001,34.5484,121.34,3,41.52,0,4.703,34.5484,1.033537543,58.08480994,125.4094455,3.10061263,42.91247881,0
340,GP15,18.3,19.68081,-154.51317,13902,43394,1600,38.59045966,,1613.7,2.7017,72.5,0.001,34.5879,137.54,2.95,40.9,0,4.704,34.5879,1.035040833,75.04046038,142.3595162,3.053370457,42.33317006,0
341,GP15,18.3,19.68081,-154.51317,13900,43394,1920,27.68850534,,1938.7,2.1444,91.5,0.001,34.6214,149.15,2.82,39.75,0,4.706,34.6214,1.03661126,94.84993033,154.6105695,2.923243755,41.2052976,0
342,GP15,18.3,19.68081,-154.51317,13898,43394,2040,42.61090831,,2060.8,1.99,98.1,0.001,34.6317,152.47,2.79,39.38,0,4.708,34.6317,1.037190901,101.7484274,158.1404966,2.893762613,40.84457767,0
343,GP15,18.3,19.68081,-154.51317,13896,43394,2100,42.88233049,,,,,,,,,,,,,,,,,,
344,GP15,18.3,19.68081,-154.51317,13894,43394,2130,33.98797224,,2152.2,1.9167,101.6,0.001,34.637,153.74,2.77,39.14,0,4.709,34.637,1.03761666,105.4218526,159.5231852,2.874198147,40.61231606,0
345,GP15,18.6,18.90652,-155.25783,13932,43398,100,32.80629202,21.76885828,97.7,23.3827,211,0.01,35.0092,0.2,0.06,0,0.11,4.665,35.0092,1.024255636,216.1179392,0.204851127,0.061455338,0,0.11266812
346,GP15,18.6,18.90652,-155.25783,13930,43398,630,101.8751724,0,632.8,5.6463,32.3,0.001,34.4052,77.42,2.9,39.52,0,4.703,34.4052,1.030040106,33.27029543,79.74570502,2.987116308,40.707185,0
347,GP15,18.6,18.90652,-155.25783,13928,43398,850,66.91438385,4.744495564,852.7,4.7973,36.9,0.001,34.4825,92.77,3.03,41.71,0,4.705,34.4825,1.031219972,38.05201695,95.66627677,3.124596514,43.01218502,0
348,GP15,18.6,18.90652,-155.25783,13926,43398,1000,56.79243543,10.46507605,1006.4,4.3064,45.3,0.001,34.5002,103.32,3.02,41.94,0,4.702,34.5002,1.03200015,46.74960681,106.6262555,3.116640454,43.28208631,0
349,GP15,18.6,18.90652,-155.25783,13924,43398,1100,129.4517292,19.51334614,1107.5,3.8712,49.1,0.001,34.529,112.61,3.03,42.32,0,4.705,34.529,1.032540689,50.69774781,116.2744069,3.128598286,43.69712194,0
350,GP15,18.6,18.90652,-155.25783,13922,43398,1200,116.8764917,67.66642482,1209,3.775,50.3,0.001,34.534,114.56,3.03,42.04,0,4.704,34.534,1.033019635,51.96088766,118.3427294,3.130049495,43.42814547,0
351,GP15,18.6,18.90652,-155.25783,13920,43398,1250,129.4351599,37.6891895,1260.3,3.7546,50.4,0.001,34.5356,115.83,3.04,42.39,0,4.704,34.5356,1.033257007,52.07615315,119.6821591,3.141101301,43.79976452,0
352,GP15,18.6,18.90652,-155.25783,13918,43398,1290,158.043128,86.72410568,1300,3.7272,50,0.001,34.5378,116.81,3.04,42.24,0,4.704,34.5378,1.033442852,51.67214258,120.7164595,3.141666269,43.65262605,0
353,GP15,19,17.5,-152.00001,13963,43400,2,2.220164943,0,2,27.9632,199.3862,0.0014,34.298,0.2,0.1,0.07,0,4.6665,34.3256,1.021909375,203.7546269,0.204381875,0.102190937,0.071533656,0
354,GP15,19,17.5,-152.00001,13988,43400,25,16.34915573,11.57919625,23.1,27.9522,200.6,0.002,34.3266,0.1,0.09,0.05,0,4.669,34.3266,1.022004216,205.0140456,0.102200422,0.091980379,0.051100211,0
355,GP15,19,17.5,-152.00001,13986,43400,55,23.9563669,,53.1,26.6225,212.6,0.004,34.6432,0,0.04,0.02,0,4.652,34.6432,1.022798971,217.4470613,0,0.040911959,0.020455979,0
356,GP15,19,17.5,-152.00001,13984,43400,80,34.63742545,0,78.6,23.6081,222.1,0.004,34.9241,0.1,0.03,0,0,4.665,34.9241,1.024042521,227.4398438,0.102404252,0.030721276,0,0
357,GP15,19,17.5,-152.00001,13982,43400,110,23.6377128,11.01547886,109.4,22.1226,205.2,0.009,35.0651,0.29,0.06,0.04,0.04,4.66,35.0651,1.024711402,210.2707796,0.297166306,0.061482684,0.040988456,0.040988456
358,GP15,19,17.5,-152.00001,13980,43400,120,23.34872172,0,118.4,21.595,196.7,0.007,35.0573,0.39,0.1,0.44,0.06,4.669,35.0573,1.024892652,201.5963847,0.399708134,0.102489265,0.450952767,0.061493559
359,GP15,19,17.5,-152.00001,13978,43400,160,35.58997054,3.50850478,158.7,18.9084,182.6,0.002,34.845,1.17,0.27,3.28,0.02,4.695,34.845,1.025625548,187.2792251,1.199981891,0.276918898,3.364051798,0.020512511
360,GP15,19,17.5,-152.00001,13976,43400,210,64.7783567,0,208,14.3438,180.1,0.001,34.3062,5.28,0.59,7.71,0,4.702,34.3062,1.026507902,184.8740732,5.419961725,0.605639662,7.914375928,0
361,GP15,19,17.5,-152.00001,13974,43400,260,95.2802587,8.474389004,259.4,11.1315,138.6,0.001,34.1677,18.09,1.46,18.54,0,4.702,34.1677,1.027274998,142.3803147,18.58340471,1.499821497,19.04567846,0
362,GP15,19,17.5,-152.00001,13972,43400,300,106.5182434,18.20626654,300.9,9.2239,163.8,0.001,34.0612,24.74,1.48,20.9,0,4.704,34.0612,1.027715615,168.3398178,25.42568432,1.521019111,21.47925636,0
363,GP15,19,17.5,-152.00001,13970,43400,350,113.3144919,15.77698913,350.3,7.9123,119.4,0.001,34.0762,39.21,2.01,27.85,0,4.702,34.0762,1.028162447,122.7625961,40.31424954,2.066606518,28.63432414,0
364,GP15,19,17.5,-152.00001,13968,43400,400,134.2316748,8.463957163,400,7.3409,73.8,0.001,34.1739,50.46,2.46,32.87,0,4.703,34.1739,1.028552415,75.90716824,51.90075487,2.530238941,33.80851788,0
365,GP15,19,17.5,-152.00001,13966,43400,550,85.20656037,,552.8,6.1631,31.4,0.001,34.3562,70.2,2.89,38.85,0,4.708,34.3562,1.029564075,32.32831194,72.27539803,2.975440175,39.9985643,0
366,GP15,19,17.5,-152.00001,14086,43401,550,75.54276248,,552.2,6.2539,31.2,0.001,34.3738,69.1,2.87,39.07,0,4.704,34.3738,1.02956234,32.12234501,71.1427577,2.954843916,40.22500063,0
367,GP15,19,17.5,-152.00001,14082,43401,800,57.06552411,28.39674238,805.2,4.8829,36.2,0.001,34.4782,91.48,3,41.62,0,4.707,34.4782,1.030988003,37.3217657,94.31478249,3.092964008,42.90972067,0
